base,base_role,condition,condition_id,tokenizer,turkish,train_size,seed,escaped,escape_step,selected_step,selected_validation_macro_f1,terminal_step,terminal_validation_macro_f1,escaped_but_terminal_collapsed,eval_split,test_macro_f1,tr_stage_macro_f1,tr_stage_degenerate,delta_test_minus_validation_matched,max_steps,steps_per_epoch,effective_epochs,runtime_sec,source_path
xlmr,contrast,tokenizator,3,omp,none,500,2024,True,200.0,1200,0.7312763171408031,2000,0.7296877333260277,False,test,0.7233208971836127,,,-0.007955,2000,16,125.0,158.7,results/runs/base=xlmr__cond=tokenizator__n=500__seed=2024.json
xlmr,contrast,tokenizator,3,omp,none,500,42,True,200.0,2000,0.7163787327825815,2000,0.7163787327825815,False,test,0.6985681067678051,,,-0.017811,2000,16,125.0,169.1,results/runs/base=xlmr__cond=tokenizator__n=500__seed=42.json
xlmr,contrast,tokenizator,3,omp,none,500,7,True,200.0,800,0.7011789607191536,2000,0.6992385734581408,False,test,0.6899206090639414,,,-0.011258,2000,16,125.0,159.7,results/runs/base=xlmr__cond=tokenizator__n=500__seed=7.json
xlmr,contrast,transplant_mean,6,omp,none,2000,13,True,200.0,1000,0.7754363857716029,2000,0.7731879232499124,False,test,0.7518832593886591,,,-0.023553,2000,63,31.746031746031747,157.0,results/runs/base=xlmr__cond=transplant_mean__n=2000__seed=13.json
xlmr,contrast,transplant_mean,6,omp,none,2000,1337,True,200.0,1800,0.7873477908203784,2000,0.7814340308232051,False,test,0.7671408190236642,,,-0.020207,2000,63,31.746031746031747,157.4,results/runs/base=xlmr__cond=transplant_mean__n=2000__seed=1337.json
xlmr,contrast,transplant_mean,6,omp,none,2000,2024,True,200.0,1200,0.7706914789824486,2000,0.7678165381842383,False,test,0.7379000633269208,,,-0.032791,2000,63,31.746031746031747,156.0,results/runs/base=xlmr__cond=transplant_mean__n=2000__seed=2024.json
xlmr,contrast,transplant_mean,6,omp,none,2000,42,True,400.0,2000,0.771825880393034,2000,0.771825880393034,False,test,0.7648609478936713,,,-0.006965,2000,63,31.746031746031747,152.2,results/runs/base=xlmr__cond=transplant_mean__n=2000__seed=42.json
xlmr,contrast,transplant_mean,6,omp,none,2000,7,True,200.0,600,0.7808929176918233,2000,0.7733853802125248,False,test,0.7674580804243123,,,-0.013435,2000,63,31.746031746031747,157.2,results/runs/base=xlmr__cond=transplant_mean__n=2000__seed=7.json
xlmr,contrast,transplant_mean,6,omp,none,500,13,True,200.0,1400,0.7411587273717715,2000,0.7355758960665503,False,test,0.7173128940867077,,,-0.023846,2000,16,125.0,158.2,results/runs/base=xlmr__cond=transplant_mean__n=500__seed=13.json
xlmr,contrast,transplant_mean,6,omp,none,500,1337,True,200.0,1800,0.756757778154838,2000,0.7559100602111404,False,test,0.73006590432749,,,-0.026692,2000,16,125.0,158.5,results/runs/base=xlmr__cond=transplant_mean__n=500__seed=1337.json
xlmr,contrast,transplant_mean,6,omp,none,500,2024,True,200.0,1800,0.7537788397813538,2000,0.7420551048301338,False,test,0.7213913411183628,,,-0.032387,2000,16,125.0,159.0,results/runs/base=xlmr__cond=transplant_mean__n=500__seed=2024.json
xlmr,contrast,transplant_mean,6,omp,none,500,42,True,200.0,1800,0.726607243980542,2000,0.7221846540070129,False,test,0.7118962069469301,,,-0.014711,2000,16,125.0,157.5,results/runs/base=xlmr__cond=transplant_mean__n=500__seed=42.json
xlmr,contrast,transplant_mean,6,omp,none,500,7,True,200.0,1600,0.7320667657624179,2000,0.7283147841649381,False,test,0.7277905158793511,,,-0.004276,2000,16,125.0,160.0,results/runs/base=xlmr__cond=transplant_mean__n=500__seed=7.json
xlmr,contrast,transplant_random_coef,7,omp,none,2000,13,True,200.0,600,0.7225723083182305,2000,0.7115301035818721,False,test,0.7119873496958444,,,-0.010585,2000,63,31.746031746031747,151.9,results/runs/base=xlmr__cond=transplant_random_coef__n=2000__seed=13.json
xlmr,contrast,transplant_random_coef,7,omp,none,2000,1337,True,200.0,1000,0.7276429862766045,2000,0.7172963344534418,False,test,0.716087900162778,,,-0.011555,2000,63,31.746031746031747,153.8,results/runs/base=xlmr__cond=transplant_random_coef__n=2000__seed=1337.json
xlmr,contrast,transplant_random_coef,7,omp,none,2000,2024,True,200.0,1600,0.740549171630515,2000,0.7362667611608403,False,test,0.7183464686774561,,,-0.022203,2000,63,31.746031746031747,157.4,results/runs/base=xlmr__cond=transplant_random_coef__n=2000__seed=2024.json
xlmr,contrast,transplant_random_coef,7,omp,none,2000,42,True,400.0,800,0.730558337056265,2000,0.7180077339615814,False,test,0.715930703390776,,,-0.014628,2000,63,31.746031746031747,151.9,results/runs/base=xlmr__cond=transplant_random_coef__n=2000__seed=42.json
xlmr,contrast,transplant_random_coef,7,omp,none,2000,7,True,200.0,1600,0.7272974022680803,2000,0.7183579114080063,False,test,0.7148848288740215,,,-0.012413,2000,63,31.746031746031747,153.9,results/runs/base=xlmr__cond=transplant_random_coef__n=2000__seed=7.json
xlmr,contrast,transplant_random_coef,7,omp,none,500,13,True,200.0,800,0.7001073343605904,2000,0.6860003275443431,False,test,0.6906261116339756,,,-0.009481,2000,16,125.0,159.6,results/runs/base=xlmr__cond=transplant_random_coef__n=500__seed=13.json
xlmr,contrast,transplant_random_coef,7,omp,none,500,1337,True,200.0,1400,0.7033790094610404,2000,0.701347997319071,False,test,0.6902156138784412,,,-0.013163,2000,16,125.0,159.3,results/runs/base=xlmr__cond=transplant_random_coef__n=500__seed=1337.json
xlmr,contrast,transplant_random_coef,7,omp,none,500,2024,True,200.0,1800,0.7160951250712821,2000,0.7114948398329203,False,test,0.6976398413378444,,,-0.018455,2000,16,125.0,158.1,results/runs/base=xlmr__cond=transplant_random_coef__n=500__seed=2024.json
xlmr,contrast,transplant_random_coef,7,omp,none,500,42,True,200.0,2000,0.6925292669322956,2000,0.6925292669322956,False,test,0.6886445550309745,,,-0.003885,2000,16,125.0,158.9,results/runs/base=xlmr__cond=transplant_random_coef__n=500__seed=42.json
xlmr,contrast,transplant_random_coef,7,omp,none,500,7,True,200.0,2000,0.6802679327322194,2000,0.6802679327322194,False,test,0.6662887500927932,,,-0.013979,2000,16,125.0,159.5,results/runs/base=xlmr__cond=transplant_random_coef__n=500__seed=7.json
xlmr,contrast,turk,2,original,real,2000,13,True,200.0,400,0.8326269551352143,2000,0.8243571960648326,False,test,0.8024244147492564,0.7987545709863517,False,-0.030203,2000,63,31.746031746031747,166.8,results/runs/base=xlmr__cond=turk__n=2000__seed=13.json
xlmr,contrast,turk,2,original,real,2000,1337,True,200.0,400,0.8315750901077184,2000,0.8301620973755076,False,test,0.8105160866773407,0.7995482308881209,False,-0.021059,2000,63,31.746031746031747,166.5,results/runs/base=xlmr__cond=turk__n=2000__seed=1337.json
xlmr,contrast,turk,2,original,real,2000,2024,True,200.0,800,0.8269549383230581,2000,0.818326394610174,False,test,0.8053674313698207,0.7965848769738813,False,-0.021588,2000,63,31.746031746031747,172.2,results/runs/base=xlmr__cond=turk__n=2000__seed=2024.json
xlmr,contrast,turk,2,original,real,2000,42,True,200.0,1600,0.8308735020192185,2000,0.8305253005378826,False,test,0.8021063238131432,0.7981671757078539,False,-0.028767,2000,63,31.746031746031747,169.3,results/runs/base=xlmr__cond=turk__n=2000__seed=42.json
xlmr,contrast,turk,2,original,real,2000,7,True,200.0,1000,0.8315686888815843,2000,0.8255016091985896,False,test,0.803810377497814,0.7902730918536656,False,-0.027758,2000,63,31.746031746031747,167.8,results/runs/base=xlmr__cond=turk__n=2000__seed=7.json
xlmr,contrast,turk,2,original,real,500,13,True,200.0,1200,0.8068119477338109,2000,0.8050857553661293,False,test,0.7892245720040283,0.7987545709863517,False,-0.017587,2000,16,125.0,173.4,results/runs/base=xlmr__cond=turk__n=500__seed=13.json
xlmr,contrast,turk,2,original,real,500,1337,True,200.0,800,0.8156889498730638,2000,0.812940844757934,False,test,0.7860361498717263,0.7995482308881209,False,-0.029653,2000,16,125.0,171.3,results/runs/base=xlmr__cond=turk__n=500__seed=1337.json
xlmr,contrast,turk,2,original,real,500,2024,True,200.0,1400,0.8116995762172237,2000,0.8095107541994764,False,test,0.7913817891939852,0.7965848769738813,False,-0.020318,2000,16,125.0,169.2,results/runs/base=xlmr__cond=turk__n=500__seed=2024.json
xlmr,contrast,turk,2,original,real,500,42,True,200.0,2000,0.8196708129433092,2000,0.8196708129433092,False,test,0.7928948364309141,0.7981671757078539,False,-0.026776,2000,16,125.0,172.1,results/runs/base=xlmr__cond=turk__n=500__seed=42.json
xlmr,contrast,turk,2,original,real,500,7,True,200.0,2000,0.820840574172901,2000,0.820840574172901,False,test,0.7954378131902059,0.7902730918536656,False,-0.025403,2000,16,125.0,170.5,results/runs/base=xlmr__cond=turk__n=500__seed=7.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,2000,13,True,200.0,1000,0.825508329652134,2000,0.818688426428055,False,test,0.7947895293393799,0.7716776238860131,False,-0.030719,2000,63,31.746031746031747,168.1,results/runs/base=xlmr__cond=turk_qarisiq__n=2000__seed=13.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,2000,1337,True,200.0,600,0.8301634928036052,2000,0.8269365494481766,False,test,0.796170131754295,0.770755705082041,False,-0.033993,2000,63,31.746031746031747,166.1,results/runs/base=xlmr__cond=turk_qarisiq__n=2000__seed=1337.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,2000,2024,True,200.0,1400,0.8269287283805826,2000,0.8252291299484631,False,test,0.795646863611041,0.7657957792247605,False,-0.031282,2000,63,31.746031746031747,171.8,results/runs/base=xlmr__cond=turk_qarisiq__n=2000__seed=2024.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,2000,42,True,200.0,1200,0.8233585349455895,2000,0.8208521660006551,False,test,0.7938292444383112,0.7723243721857794,False,-0.029529,2000,63,31.746031746031747,167.7,results/runs/base=xlmr__cond=turk_qarisiq__n=2000__seed=42.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,2000,7,True,200.0,1400,0.8284831308708714,2000,0.8254954259241072,False,test,0.8052922681109864,0.782862720338883,False,-0.023191,2000,63,31.746031746031747,173.5,results/runs/base=xlmr__cond=turk_qarisiq__n=2000__seed=7.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,500,13,True,200.0,1800,0.7932602412697956,2000,0.7906353497768583,False,test,0.7675569233227613,0.7716776238860131,False,-0.025703,2000,16,125.0,173.1,results/runs/base=xlmr__cond=turk_qarisiq__n=500__seed=13.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,500,1337,True,200.0,1400,0.8117901307909432,2000,0.8093020985846755,False,test,0.7791914285812152,0.770755705082041,False,-0.032599,2000,16,125.0,168.5,results/runs/base=xlmr__cond=turk_qarisiq__n=500__seed=1337.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,500,2024,True,200.0,1200,0.8062361729503569,2000,0.8049553151376414,False,test,0.7860406579632486,0.7657957792247605,False,-0.020196,2000,16,125.0,171.1,results/runs/base=xlmr__cond=turk_qarisiq__n=500__seed=2024.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,500,42,True,200.0,1600,0.8072286155916049,2000,0.8044981887329357,False,test,0.784041601227218,0.7723243721857794,False,-0.023187,2000,16,125.0,172.0,results/runs/base=xlmr__cond=turk_qarisiq__n=500__seed=42.json
xlmr,contrast,turk_qarisiq,5,original,scrambled,500,7,True,200.0,1000,0.8082406493582379,2000,0.804002834151188,False,test,0.7902484368968364,0.782862720338883,False,-0.017992,2000,16,125.0,169.9,results/runs/base=xlmr__cond=turk_qarisiq__n=500__seed=7.json
