base,train_size,baseline,comparison,n_runs_baseline,n_runs_comparison,baseline_escape,comparison_escape,baseline_escape_rate,comparison_escape_rate,baseline_escape_wilson_ci,comparison_escape_wilson_ci,escape_rate_diff,escape_fisher_odds_ratio,escape_fisher_p_value,escape_significant,n_escaped_baseline,n_escaped_comparison,conditional_mean_baseline,conditional_mean_comparison,conditional_status,conditional_baseline_ci,conditional_comparison_ci,conditional_diff,conditional_ci_low,conditional_ci_high,conditional_ci_excludes_zero,conditional_t_stat,conditional_p_value,conditional_significant,conditional_cohens_d,seed_std_pooled,diff_over_noise,n_shared_escaped_seeds,shared_escaped_seeds,paired_status,paired_mean_diff,paired_t_stat,paired_p_value,paired_significant,paired_all_same_sign,all_seed_mean_baseline,all_seed_mean_comparison,all_seed_diff,all_seed_diff_sign_matches_conditional,all_seed_paired_p_value,all_seed_paired_n,p_adjusted_holm,survives_family_correction,paired_note,conditional_note
xlmr,2000,baza,transplant_mean,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.8277,0.7772,MEASURED,"[0.8228375164502983, 0.8329457589314926]","[0.7720942209045136, 0.7827255538270815]",-0.0505,-0.0577,-0.043,True,-11.9055,0.0,True,-7.53,0.0067,7.53,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.0505,-11.0063,0.00039,True,True,0.8277,0.7772,-0.0505,,0.00039,5.0,0.0,True,,
xlmr,2000,baza,transplant_random_coef,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.8277,0.7297,MEASURED,"[0.8228375164502983, 0.8329457589314926]","[0.7251145328558073, 0.7353866974889508]",-0.098,-0.1051,-0.0906,True,-23.4994,0.0,True,-14.862,0.0066,14.86,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.098,-24.3536,2e-05,True,True,0.8277,0.7297,-0.098,,2e-05,5.0,0.0,True,,
xlmr,2000,baza,turk,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.8277,0.8307,MEASURED,"[0.8228375164502983, 0.8329457589314926]","[0.8288004385464687, 0.8320646112612892]",0.003,-0.0026,0.0082,False,0.9817,0.37215,False,0.621,0.0048,0.62,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.003,0.9964,0.37547,False,False,0.8277,0.8307,0.003,,0.37547,5.0,1.0,False,,
xlmr,2000,baza,turk_qarisiq,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.8277,0.8269,MEASURED,"[0.8228375164502983, 0.8329457589314926]","[0.8248134130719548, 0.8288443951459072]",-0.0008,-0.0065,0.0045,False,-0.2629,0.80261,False,-0.166,0.005,0.17,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.0008,-0.2355,0.82536,False,False,0.8277,0.8269,-0.0008,,0.82536,5.0,1.0,False,,
xlmr,2000,her_ikisi,tokenizator,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7708,0.7618,MEASURED,"[0.7664056640954879, 0.7763481661078824]","[0.7545892880356584, 0.7688360457961713]",-0.009,-0.0179,-0.0004,True,-1.8092,0.11267,False,-1.144,0.0079,1.14,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.009,-1.6438,0.17556,False,False,0.7708,0.7618,-0.009,,0.17556,5.0,1.0,False,,
xlmr,2000,her_ikisi,transplant_mean,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7708,0.7772,MEASURED,"[0.7664056640954879, 0.7763481661078824]","[0.7720942209045136, 0.7827255538270815]",0.0065,-0.001,0.0138,False,1.5423,0.16185,False,0.975,0.0066,0.98,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0065,1.6024,0.18433,False,False,0.7708,0.7772,0.0065,,0.18433,5.0,1.0,False,,
xlmr,2000,her_ikisi,transplant_random_coef,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7708,0.7297,MEASURED,"[0.7664056640954879, 0.7763481661078824]","[0.7251145328558073, 0.7353866974889508]",-0.0411,-0.0484,-0.0338,True,-9.9623,1e-05,True,-6.301,0.0065,6.3,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.0411,-7.6827,0.00154,True,True,0.7708,0.7297,-0.0411,,0.00154,5.0,0.00076,True,,
xlmr,2000,her_ikisi,turk,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7708,0.8307,MEASURED,"[0.7664056640954879, 0.7763481661078824]","[0.8288004385464687, 0.8320646112612892]",0.0599,0.0543,0.0647,True,20.0022,1e-05,True,12.651,0.0047,12.65,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0599,24.8553,2e-05,True,True,0.7708,0.8307,0.0599,,2e-05,5.0,0.00076,True,,
xlmr,2000,her_ikisi,turk_qarisiq,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7708,0.8269,MEASURED,"[0.7664056640954879, 0.7763481661078824]","[0.8248134130719548, 0.8288443951459072]",0.0561,0.0502,0.061,True,18.3033,1e-05,True,11.576,0.0048,11.58,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0561,18.2099,5e-05,True,True,0.7708,0.8269,0.0561,,5e-05,5.0,0.00076,True,,
xlmr,2000,tokenizator,transplant_mean,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7618,0.7772,MEASURED,"[0.7545892880356584, 0.7688360457961713]","[0.7720942209045136, 0.7827255538270815]",0.0155,0.0067,0.0247,True,3.016,0.01813,True,1.908,0.0081,1.91,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0155,2.2226,0.09035,False,False,0.7618,0.7772,0.0155,,0.09035,5.0,1.0,False,,
xlmr,2000,tokenizator,transplant_random_coef,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7618,0.7297,MEASURED,"[0.7545892880356584, 0.7688360457961713]","[0.7251145328558073, 0.7353866974889508]",-0.032,-0.0407,-0.0231,True,-6.3185,0.00033,True,-3.996,0.008,4.0,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.032,-7.5734,0.00163,True,True,0.7618,0.7297,-0.032,,0.00163,5.0,0.02079,True,,
xlmr,2000,tokenizator,turk,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7618,0.8307,MEASURED,"[0.7545892880356584, 0.7688360457961713]","[0.8288004385464687, 0.8320646112612892]",0.069,0.0616,0.0763,True,16.3779,4e-05,True,10.358,0.0067,10.36,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.069,15.4188,0.0001,True,True,0.7618,0.8307,0.069,,0.0001,5.0,0.00272,True,,
xlmr,2000,tokenizator,turk_qarisiq,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7618,0.8269,MEASURED,"[0.7545892880356584, 0.7688360457961713]","[0.8248134130719548, 0.8288443951459072]",0.0651,0.0577,0.0725,True,15.2888,4e-05,True,9.669,0.0067,9.67,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0651,12.5333,0.00023,True,True,0.7618,0.8269,0.0651,,0.00023,5.0,0.00272,True,,
xlmr,2000,transplant_mean,transplant_random_coef,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7772,0.7297,MEASURED,"[0.7720942209045136, 0.7827255538270815]","[0.7251145328558073, 0.7353866974889508]",-0.0475,-0.0548,-0.04,True,-11.0439,0.0,True,-6.985,0.0068,6.98,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.0475,-9.0197,0.00084,True,True,0.7772,0.7297,-0.0475,,0.00084,5.0,0.0,True,,
xlmr,2000,transplant_mean,turk,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7772,0.8307,MEASURED,"[0.7720942209045136, 0.7827255538270815]","[0.8288004385464687, 0.8320646112612892]",0.0535,0.0477,0.0588,True,16.4949,2e-05,True,10.432,0.0051,10.43,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0535,19.7948,4e-05,True,True,0.7772,0.8307,0.0535,,4e-05,5.0,0.0014,True,,
xlmr,2000,transplant_mean,turk_qarisiq,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7772,0.8269,MEASURED,"[0.7720942209045136, 0.7827255538270815]","[0.8248134130719548, 0.8288443951459072]",0.0496,0.0437,0.0551,True,15.0179,2e-05,True,9.498,0.0052,9.5,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0496,22.422,2e-05,True,True,0.7772,0.8269,0.0496,,2e-05,5.0,0.0014,True,,
xlmr,2000,transplant_random_coef,turk,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7297,0.8307,MEASURED,"[0.7251145328558073, 0.7353866974889508]","[0.8288004385464687, 0.8320646112612892]",0.101,0.0952,0.106,True,32.0554,0.0,True,20.274,0.005,20.27,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.101,25.4588,1e-05,True,True,0.7297,0.8307,0.101,,1e-05,5.0,0.0,True,,
xlmr,2000,transplant_random_coef,turk_qarisiq,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.7297,0.8269,MEASURED,"[0.7251145328558073, 0.7353866974889508]","[0.8248134130719548, 0.8288443951459072]",0.0972,0.091,0.1023,True,30.2107,0.0,True,19.107,0.0051,19.11,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,0.0972,29.7367,1e-05,True,True,0.7297,0.8269,0.0972,,1e-05,5.0,0.0,True,,
xlmr,2000,turk,turk_qarisiq,5,5,5/5,5/5,1.0,1.0,"[0.5655175352168251, 1.0]","[0.5655175352168251, 1.0]",0.0,,1.0,False,5,5,0.8307,0.8269,MEASURED,"[0.8288004385464687, 0.8320646112612892]","[0.8248134130719548, 0.8288443951459072]",-0.0038,-0.0064,-0.0012,True,-2.5014,0.03775,True,-1.582,0.0024,1.58,5.0,"[7, 13, 42, 1337, 2024]",MEASURED,-0.0038,-2.5468,0.06352,False,True,0.8307,0.8269,-0.0038,,0.06352,5.0,1.0,False,,
