21:59:12 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=baza
21:59:12 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
21:59:12 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T21:59:12.493293+00:00 n=2000 n_classes=2
21:59:13 | INFO    | src.training.finetune | STEP step=10 loss=0.7180 dt_sec=0.70 cum_wall_sec=0.7
21:59:14 | INFO    | src.training.finetune | STEP step=20 loss=0.7107 dt_sec=0.63 cum_wall_sec=1.3
21:59:15 | INFO    | src.training.finetune | STEP step=30 loss=0.7198 dt_sec=0.64 cum_wall_sec=2.0
21:59:17 | INFO    | src.training.finetune | STEP step=40 loss=0.7005 dt_sec=2.00 cum_wall_sec=4.0
21:59:17 | INFO    | src.training.finetune | STEP step=50 loss=0.6946 dt_sec=0.63 cum_wall_sec=4.6
21:59:19 | INFO    | src.training.finetune | STEP step=60 loss=0.6914 dt_sec=2.02 cum_wall_sec=6.6
21:59:21 | INFO    | src.training.finetune | STEP step=70 loss=0.6954 dt_sec=1.97 cum_wall_sec=8.6
21:59:22 | INFO    | src.training.finetune | STEP step=80 loss=0.6888 dt_sec=0.62 cum_wall_sec=9.2
21:59:22 | INFO    | src.training.finetune | STEP step=90 loss=0.6775 dt_sec=0.63 cum_wall_sec=9.8
21:59:23 | INFO    | src.training.finetune | STEP step=100 loss=0.6694 dt_sec=0.63 cum_wall_sec=10.5
21:59:24 | INFO    | src.training.finetune | STEP step=110 loss=0.6640 dt_sec=0.62 cum_wall_sec=11.1
21:59:24 | INFO    | src.training.finetune | STEP step=120 loss=0.6856 dt_sec=0.63 cum_wall_sec=11.7
21:59:25 | INFO    | src.training.finetune | STEP step=130 loss=0.6560 dt_sec=0.63 cum_wall_sec=12.3
21:59:26 | INFO    | src.training.finetune | STEP step=140 loss=0.6409 dt_sec=0.61 cum_wall_sec=13.0
21:59:26 | INFO    | src.training.finetune | STEP step=150 loss=0.6492 dt_sec=0.62 cum_wall_sec=13.6
21:59:27 | INFO    | src.training.finetune | STEP step=160 loss=0.6227 dt_sec=0.63 cum_wall_sec=14.2
21:59:27 | INFO    | src.training.finetune | STEP step=170 loss=0.5904 dt_sec=0.63 cum_wall_sec=14.8
21:59:28 | INFO    | src.training.finetune | STEP step=180 loss=0.5808 dt_sec=0.63 cum_wall_sec=15.5
21:59:30 | INFO    | src.training.finetune | STEP step=190 loss=0.6808 dt_sec=1.97 cum_wall_sec=17.4
21:59:31 | INFO    | src.training.finetune | STEP step=200 loss=0.5912 dt_sec=0.62 cum_wall_sec=18.1
21:59:33 | INFO    | src.training.finetune | STEP step=210 loss=0.5533 dt_sec=2.38 cum_wall_sec=20.5
21:59:34 | INFO    | src.training.finetune | STEP step=220 loss=0.6192 dt_sec=0.62 cum_wall_sec=21.1
21:59:34 | INFO    | src.training.finetune | STEP step=230 loss=0.5831 dt_sec=0.62 cum_wall_sec=21.7
21:59:35 | INFO    | src.training.finetune | STEP step=240 loss=0.5979 dt_sec=0.63 cum_wall_sec=22.3
21:59:36 | INFO    | src.training.finetune | STEP step=250 loss=0.5906 dt_sec=0.63 cum_wall_sec=23.0
21:59:36 | INFO    | src.training.finetune | STEP step=260 loss=0.5325 dt_sec=0.63 cum_wall_sec=23.6
21:59:37 | INFO    | src.training.finetune | STEP step=270 loss=0.5325 dt_sec=0.61 cum_wall_sec=24.2
21:59:37 | INFO    | src.training.finetune | STEP step=280 loss=0.5267 dt_sec=0.62 cum_wall_sec=24.8
21:59:38 | INFO    | src.training.finetune | STEP step=290 loss=0.5127 dt_sec=0.63 cum_wall_sec=25.4
21:59:39 | INFO    | src.training.finetune | STEP step=300 loss=0.5148 dt_sec=0.63 cum_wall_sec=26.1
21:59:39 | INFO    | src.training.finetune | STEP step=310 loss=0.4987 dt_sec=0.63 cum_wall_sec=26.7
21:59:41 | INFO    | src.training.finetune | STEP step=320 loss=0.4815 dt_sec=1.98 cum_wall_sec=28.7
21:59:42 | INFO    | src.training.finetune | STEP step=330 loss=0.4183 dt_sec=0.64 cum_wall_sec=29.3
21:59:43 | INFO    | src.training.finetune | STEP step=340 loss=0.4622 dt_sec=0.62 cum_wall_sec=29.9
