21:40:23 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=baza
21:40:23 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
21:40:23 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T21:40:23.951161+00:00 n=2000 n_classes=2
21:40:26 | INFO    | src.training.finetune | STEP step=10 loss=0.7038 dt_sec=2.35 cum_wall_sec=2.3
21:40:29 | INFO    | src.training.finetune | STEP step=20 loss=0.7090 dt_sec=2.28 cum_wall_sec=4.6
21:40:32 | INFO    | src.training.finetune | STEP step=30 loss=0.7028 dt_sec=3.55 cum_wall_sec=8.2
21:40:37 | INFO    | src.training.finetune | STEP step=40 loss=0.6941 dt_sec=4.64 cum_wall_sec=12.8
21:40:42 | INFO    | src.training.finetune | STEP step=50 loss=0.7076 dt_sec=5.08 cum_wall_sec=17.9
21:40:44 | INFO    | src.training.finetune | STEP step=60 loss=0.7028 dt_sec=1.97 cum_wall_sec=19.8
21:40:46 | INFO    | src.training.finetune | STEP step=70 loss=0.6987 dt_sec=1.96 cum_wall_sec=21.8
21:40:47 | INFO    | src.training.finetune | STEP step=80 loss=0.7008 dt_sec=0.65 cum_wall_sec=22.5
21:40:47 | INFO    | src.training.finetune | STEP step=90 loss=0.6856 dt_sec=0.65 cum_wall_sec=23.1
21:40:49 | INFO    | src.training.finetune | STEP step=100 loss=0.6772 dt_sec=2.20 cum_wall_sec=25.3
21:40:50 | INFO    | src.training.finetune | STEP step=110 loss=0.6301 dt_sec=0.64 cum_wall_sec=25.9
21:40:52 | INFO    | src.training.finetune | STEP step=120 loss=0.6382 dt_sec=1.96 cum_wall_sec=27.9
21:40:53 | INFO    | src.training.finetune | STEP step=130 loss=0.5948 dt_sec=0.63 cum_wall_sec=28.5
21:40:53 | INFO    | src.training.finetune | STEP step=140 loss=0.5748 dt_sec=0.66 cum_wall_sec=29.2
21:40:55 | INFO    | src.training.finetune | STEP step=150 loss=0.6277 dt_sec=2.19 cum_wall_sec=31.4
21:40:56 | INFO    | src.training.finetune | STEP step=160 loss=0.5568 dt_sec=0.64 cum_wall_sec=32.0
21:40:57 | INFO    | src.training.finetune | STEP step=170 loss=0.5694 dt_sec=0.64 cum_wall_sec=32.7
21:40:57 | INFO    | src.training.finetune | STEP step=180 loss=0.5010 dt_sec=0.65 cum_wall_sec=33.3
21:40:58 | INFO    | src.training.finetune | STEP step=190 loss=0.5164 dt_sec=0.65 cum_wall_sec=34.0
21:40:59 | INFO    | src.training.finetune | STEP step=200 loss=0.4321 dt_sec=0.65 cum_wall_sec=34.6
21:41:02 | INFO    | src.training.finetune | STEP step=210 loss=0.4422 dt_sec=2.98 cum_wall_sec=37.6
21:41:02 | INFO    | src.training.finetune | STEP step=220 loss=0.4236 dt_sec=0.65 cum_wall_sec=38.2
21:41:03 | INFO    | src.training.finetune | STEP step=230 loss=0.4677 dt_sec=0.66 cum_wall_sec=38.9
21:41:04 | INFO    | src.training.finetune | STEP step=240 loss=0.4520 dt_sec=0.64 cum_wall_sec=39.5
21:41:04 | INFO    | src.training.finetune | STEP step=250 loss=0.4883 dt_sec=0.65 cum_wall_sec=40.2
21:41:07 | INFO    | src.training.finetune | STEP step=260 loss=0.4494 dt_sec=2.24 cum_wall_sec=42.4
21:41:07 | INFO    | src.training.finetune | STEP step=270 loss=0.4035 dt_sec=0.63 cum_wall_sec=43.1
21:41:08 | INFO    | src.training.finetune | STEP step=280 loss=0.3318 dt_sec=0.64 cum_wall_sec=43.7
21:41:08 | INFO    | src.training.finetune | STEP step=290 loss=0.3196 dt_sec=0.66 cum_wall_sec=44.4
21:41:09 | INFO    | src.training.finetune | STEP step=300 loss=0.4343 dt_sec=0.65 cum_wall_sec=45.0
21:41:10 | INFO    | src.training.finetune | STEP step=310 loss=0.3530 dt_sec=0.65 cum_wall_sec=45.7
21:41:10 | INFO    | src.training.finetune | STEP step=320 loss=0.3418 dt_sec=0.64 cum_wall_sec=46.3
21:41:11 | INFO    | src.training.finetune | STEP step=330 loss=0.2593 dt_sec=0.64 cum_wall_sec=47.0
21:41:12 | INFO    | src.training.finetune | STEP step=340 loss=0.3176 dt_sec=0.65 cum_wall_sec=47.6
21:41:13 | INFO    | src.training.finetune | STEP step=350 loss=0.2895 dt_sec=0.97 cum_wall_sec=48.6
21:41:13 | INFO    | src.training.finetune | STEP step=360 loss=0.2899 dt_sec=0.65 cum_wall_sec=49.2
21:41:14 | INFO    | src.training.finetune | STEP step=370 loss=0.2997 dt_sec=0.64 cum_wall_sec=49.9
21:41:16 | INFO    | src.training.finetune | STEP step=380 loss=0.2656 dt_sec=1.94 cum_wall_sec=51.8
21:41:17 | INFO    | src.training.finetune | STEP step=390 loss=0.2722 dt_sec=0.65 cum_wall_sec=52.4
21:41:17 | INFO    | src.training.finetune | STEP step=400 loss=0.2595 dt_sec=0.64 cum_wall_sec=53.1
21:41:20 | INFO    | src.training.finetune | STEP step=410 loss=0.2268 dt_sec=3.07 cum_wall_sec=56.2
21:41:21 | INFO    | src.training.finetune | STEP step=420 loss=0.2572 dt_sec=0.65 cum_wall_sec=56.8
21:41:22 | INFO    | src.training.finetune | STEP step=430 loss=0.2507 dt_sec=0.65 cum_wall_sec=57.5
21:41:22 | INFO    | src.training.finetune | STEP step=440 loss=0.3823 dt_sec=0.65 cum_wall_sec=58.1
21:41:23 | INFO    | src.training.finetune | STEP step=450 loss=0.2017 dt_sec=0.65 cum_wall_sec=58.8
21:41:23 | INFO    | src.training.finetune | STEP step=460 loss=0.1587 dt_sec=0.65 cum_wall_sec=59.4
21:41:24 | INFO    | src.training.finetune | STEP step=470 loss=0.1717 dt_sec=0.65 cum_wall_sec=60.1
21:41:25 | INFO    | src.training.finetune | STEP step=480 loss=0.1568 dt_sec=0.65 cum_wall_sec=60.7
21:41:25 | INFO    | src.training.finetune | STEP step=490 loss=0.2223 dt_sec=0.64 cum_wall_sec=61.4
21:41:26 | INFO    | src.training.finetune | STEP step=500 loss=0.2233 dt_sec=0.65 cum_wall_sec=62.0
21:41:28 | INFO    | src.training.finetune | STEP step=510 loss=0.1847 dt_sec=2.22 cum_wall_sec=64.2
21:41:29 | INFO    | src.training.finetune | STEP step=520 loss=0.2014 dt_sec=0.65 cum_wall_sec=64.9
21:41:30 | INFO    | src.training.finetune | STEP step=530 loss=0.1819 dt_sec=0.65 cum_wall_sec=65.5
21:41:30 | INFO    | src.training.finetune | STEP step=540 loss=0.1128 dt_sec=0.64 cum_wall_sec=66.2
21:41:31 | INFO    | src.training.finetune | STEP step=550 loss=0.1818 dt_sec=0.65 cum_wall_sec=66.8
21:41:32 | INFO    | src.training.finetune | STEP step=560 loss=0.1383 dt_sec=0.65 cum_wall_sec=67.5
21:41:33 | INFO    | src.training.finetune | STEP step=570 loss=0.1158 dt_sec=1.94 cum_wall_sec=69.4
21:41:34 | INFO    | src.training.finetune | STEP step=580 loss=0.0846 dt_sec=0.65 cum_wall_sec=70.1
21:41:35 | INFO    | src.training.finetune | STEP step=590 loss=0.0699 dt_sec=0.65 cum_wall_sec=70.7
21:41:35 | INFO    | src.training.finetune | STEP step=600 loss=0.1838 dt_sec=0.65 cum_wall_sec=71.4
21:41:39 | INFO    | src.training.finetune | STEP step=610 loss=0.1472 dt_sec=3.15 cum_wall_sec=74.5
21:41:39 | INFO    | src.training.finetune | STEP step=620 loss=0.1389 dt_sec=0.65 cum_wall_sec=75.2
21:41:41 | INFO    | src.training.finetune | STEP step=630 loss=0.0972 dt_sec=2.19 cum_wall_sec=77.4
21:41:42 | INFO    | src.training.finetune | STEP step=640 loss=0.1825 dt_sec=0.65 cum_wall_sec=78.0
21:41:43 | INFO    | src.training.finetune | STEP step=650 loss=0.1071 dt_sec=0.65 cum_wall_sec=78.7
21:41:43 | INFO    | src.training.finetune | STEP step=660 loss=0.0990 dt_sec=0.65 cum_wall_sec=79.3
21:41:44 | INFO    | src.training.finetune | STEP step=670 loss=0.1591 dt_sec=0.65 cum_wall_sec=80.0
21:41:45 | INFO    | src.training.finetune | STEP step=680 loss=0.1034 dt_sec=0.65 cum_wall_sec=80.6
21:41:45 | INFO    | src.training.finetune | STEP step=690 loss=0.0505 dt_sec=0.65 cum_wall_sec=81.3
21:41:48 | INFO    | src.training.finetune | STEP step=700 loss=0.0791 dt_sec=2.18 cum_wall_sec=83.4
21:41:48 | INFO    | src.training.finetune | STEP step=710 loss=0.1774 dt_sec=0.65 cum_wall_sec=84.1
21:41:49 | INFO    | src.training.finetune | STEP step=720 loss=0.0517 dt_sec=0.64 cum_wall_sec=84.7
21:41:49 | INFO    | src.training.finetune | STEP step=730 loss=0.1194 dt_sec=0.65 cum_wall_sec=85.4
21:41:50 | INFO    | src.training.finetune | STEP step=740 loss=0.1061 dt_sec=0.66 cum_wall_sec=86.0
21:41:51 | INFO    | src.training.finetune | STEP step=750 loss=0.1569 dt_sec=0.65 cum_wall_sec=86.7
21:41:53 | INFO    | src.training.finetune | STEP step=760 loss=0.1383 dt_sec=1.99 cum_wall_sec=88.7
21:41:53 | INFO    | src.training.finetune | STEP step=770 loss=0.0658 dt_sec=0.65 cum_wall_sec=89.3
