02:45:01 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
02:45:02 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
02:45:02 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T02:45:02.305039+00:00 n=500 n_classes=2
02:45:03 | INFO    | src.training.finetune | STEP step=10 loss=0.6953 dt_sec=0.71 cum_wall_sec=0.7
02:45:04 | INFO    | src.training.finetune | STEP step=20 loss=0.7152 dt_sec=0.64 cum_wall_sec=1.3
02:45:04 | INFO    | src.training.finetune | STEP step=30 loss=0.7035 dt_sec=0.65 cum_wall_sec=2.0
02:45:05 | INFO    | src.training.finetune | STEP step=40 loss=0.7031 dt_sec=0.65 cum_wall_sec=2.6
02:45:05 | INFO    | src.training.finetune | STEP step=50 loss=0.6941 dt_sec=0.64 cum_wall_sec=3.3
02:45:06 | INFO    | src.training.finetune | STEP step=60 loss=0.6993 dt_sec=0.65 cum_wall_sec=3.9
02:45:07 | INFO    | src.training.finetune | STEP step=70 loss=0.6961 dt_sec=0.65 cum_wall_sec=4.6
02:45:07 | INFO    | src.training.finetune | STEP step=80 loss=0.7019 dt_sec=0.63 cum_wall_sec=5.2
02:45:08 | INFO    | src.training.finetune | STEP step=90 loss=0.6975 dt_sec=0.65 cum_wall_sec=5.9
02:45:09 | INFO    | src.training.finetune | STEP step=100 loss=0.6900 dt_sec=0.64 cum_wall_sec=6.5
02:45:09 | INFO    | src.training.finetune | STEP step=110 loss=0.6887 dt_sec=0.64 cum_wall_sec=7.1
02:45:10 | INFO    | src.training.finetune | STEP step=120 loss=0.6915 dt_sec=0.65 cum_wall_sec=7.8
02:45:11 | INFO    | src.training.finetune | STEP step=130 loss=0.6895 dt_sec=0.64 cum_wall_sec=8.4
02:45:11 | INFO    | src.training.finetune | STEP step=140 loss=0.6711 dt_sec=0.65 cum_wall_sec=9.1
02:45:12 | INFO    | src.training.finetune | STEP step=150 loss=0.6836 dt_sec=0.64 cum_wall_sec=9.7
02:45:13 | INFO    | src.training.finetune | STEP step=160 loss=0.6511 dt_sec=0.64 cum_wall_sec=10.4
02:45:13 | INFO    | src.training.finetune | STEP step=170 loss=0.6562 dt_sec=0.65 cum_wall_sec=11.0
02:45:14 | INFO    | src.training.finetune | STEP step=180 loss=0.6145 dt_sec=0.65 cum_wall_sec=11.7
02:45:15 | INFO    | src.training.finetune | STEP step=190 loss=0.6577 dt_sec=0.64 cum_wall_sec=12.3
02:45:15 | INFO    | src.training.finetune | STEP step=200 loss=0.6779 dt_sec=0.64 cum_wall_sec=12.9
02:45:18 | INFO    | src.training.finetune | STEP step=210 loss=0.6183 dt_sec=2.50 cum_wall_sec=15.4
02:45:18 | INFO    | src.training.finetune | STEP step=220 loss=0.5910 dt_sec=0.65 cum_wall_sec=16.1
02:45:19 | INFO    | src.training.finetune | STEP step=230 loss=0.6500 dt_sec=0.64 cum_wall_sec=16.7
02:45:20 | INFO    | src.training.finetune | STEP step=240 loss=0.6467 dt_sec=0.65 cum_wall_sec=17.4
02:45:20 | INFO    | src.training.finetune | STEP step=250 loss=0.5607 dt_sec=0.66 cum_wall_sec=18.0
02:45:21 | INFO    | src.training.finetune | STEP step=260 loss=0.5859 dt_sec=0.64 cum_wall_sec=18.7
02:45:22 | INFO    | src.training.finetune | STEP step=270 loss=0.5820 dt_sec=0.65 cum_wall_sec=19.3
02:45:22 | INFO    | src.training.finetune | STEP step=280 loss=0.5843 dt_sec=0.64 cum_wall_sec=20.0
02:45:23 | INFO    | src.training.finetune | STEP step=290 loss=0.5138 dt_sec=0.66 cum_wall_sec=20.6
02:45:23 | INFO    | src.training.finetune | STEP step=300 loss=0.4244 dt_sec=0.66 cum_wall_sec=21.3
02:45:24 | INFO    | src.training.finetune | STEP step=310 loss=0.5164 dt_sec=0.64 cum_wall_sec=21.9
02:45:25 | INFO    | src.training.finetune | STEP step=320 loss=0.3919 dt_sec=0.65 cum_wall_sec=22.6
02:45:25 | INFO    | src.training.finetune | STEP step=330 loss=0.4017 dt_sec=0.65 cum_wall_sec=23.2
02:45:26 | INFO    | src.training.finetune | STEP step=340 loss=0.3278 dt_sec=0.65 cum_wall_sec=23.9
02:45:27 | INFO    | src.training.finetune | STEP step=350 loss=0.4860 dt_sec=0.64 cum_wall_sec=24.5
02:45:27 | INFO    | src.training.finetune | STEP step=360 loss=0.3336 dt_sec=0.65 cum_wall_sec=25.2
02:45:28 | INFO    | src.training.finetune | STEP step=370 loss=0.3396 dt_sec=0.66 cum_wall_sec=25.8
02:45:29 | INFO    | src.training.finetune | STEP step=380 loss=0.2799 dt_sec=0.65 cum_wall_sec=26.5
02:45:29 | INFO    | src.training.finetune | STEP step=390 loss=0.2739 dt_sec=0.64 cum_wall_sec=27.1
