00:03:24 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
00:03:24 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
00:03:24 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T00:03:24.196558+00:00 n=500 n_classes=2
00:03:25 | INFO    | src.training.finetune | STEP step=10 loss=3.6732 dt_sec=0.85 cum_wall_sec=0.8
00:03:26 | INFO    | src.training.finetune | STEP step=20 loss=3.2809 dt_sec=0.78 cum_wall_sec=1.6
00:03:27 | INFO    | src.training.finetune | STEP step=30 loss=2.7974 dt_sec=0.78 cum_wall_sec=2.4
00:03:27 | INFO    | src.training.finetune | STEP step=40 loss=2.1827 dt_sec=0.78 cum_wall_sec=3.2
00:03:28 | INFO    | src.training.finetune | STEP step=50 loss=2.1837 dt_sec=0.78 cum_wall_sec=4.0
00:03:29 | INFO    | src.training.finetune | STEP step=60 loss=2.4420 dt_sec=0.77 cum_wall_sec=4.7
00:03:30 | INFO    | src.training.finetune | STEP step=70 loss=2.3511 dt_sec=0.78 cum_wall_sec=5.5
00:03:30 | INFO    | src.training.finetune | STEP step=80 loss=2.1203 dt_sec=0.76 cum_wall_sec=6.3
00:03:31 | INFO    | src.training.finetune | STEP step=90 loss=1.9617 dt_sec=0.77 cum_wall_sec=7.1
00:03:32 | INFO    | src.training.finetune | STEP step=100 loss=2.1441 dt_sec=0.77 cum_wall_sec=7.8
00:03:33 | INFO    | src.training.finetune | STEP step=110 loss=1.7613 dt_sec=0.78 cum_wall_sec=8.6
00:03:34 | INFO    | src.training.finetune | STEP step=120 loss=1.3669 dt_sec=0.78 cum_wall_sec=9.4
00:03:34 | INFO    | src.training.finetune | STEP step=130 loss=1.6845 dt_sec=0.77 cum_wall_sec=10.2
00:03:35 | INFO    | src.training.finetune | STEP step=140 loss=1.3372 dt_sec=0.78 cum_wall_sec=10.9
00:03:36 | INFO    | src.training.finetune | STEP step=150 loss=2.6312 dt_sec=0.77 cum_wall_sec=11.7
00:03:37 | INFO    | src.training.finetune | STEP step=160 loss=2.7633 dt_sec=0.78 cum_wall_sec=12.5
00:03:37 | INFO    | src.training.finetune | STEP step=170 loss=1.8571 dt_sec=0.78 cum_wall_sec=13.3
00:03:38 | INFO    | src.training.finetune | STEP step=180 loss=1.3772 dt_sec=0.78 cum_wall_sec=14.1
00:03:39 | INFO    | src.training.finetune | STEP step=190 loss=1.2692 dt_sec=0.77 cum_wall_sec=14.8
00:03:40 | INFO    | src.training.finetune | STEP step=200 loss=1.1491 dt_sec=0.77 cum_wall_sec=15.6
00:03:43 | INFO    | src.training.finetune | STEP step=210 loss=1.0918 dt_sec=3.08 cum_wall_sec=18.7
00:03:44 | INFO    | src.training.finetune | STEP step=220 loss=1.3990 dt_sec=0.79 cum_wall_sec=19.5
00:03:44 | INFO    | src.training.finetune | STEP step=230 loss=1.0253 dt_sec=0.77 cum_wall_sec=20.2
00:03:45 | INFO    | src.training.finetune | STEP step=240 loss=0.9918 dt_sec=0.79 cum_wall_sec=21.0
00:03:46 | INFO    | src.training.finetune | STEP step=250 loss=0.8358 dt_sec=0.79 cum_wall_sec=21.8
00:03:47 | INFO    | src.training.finetune | STEP step=260 loss=0.8049 dt_sec=0.77 cum_wall_sec=22.6
00:03:48 | INFO    | src.training.finetune | STEP step=270 loss=0.5586 dt_sec=0.78 cum_wall_sec=23.4
00:03:48 | INFO    | src.training.finetune | STEP step=280 loss=0.4801 dt_sec=0.77 cum_wall_sec=24.1
00:03:49 | INFO    | src.training.finetune | STEP step=290 loss=0.4212 dt_sec=0.79 cum_wall_sec=24.9
00:03:50 | INFO    | src.training.finetune | STEP step=300 loss=0.3206 dt_sec=0.78 cum_wall_sec=25.7
00:03:51 | INFO    | src.training.finetune | STEP step=310 loss=0.3000 dt_sec=0.78 cum_wall_sec=26.5
00:03:51 | INFO    | src.training.finetune | STEP step=320 loss=0.6776 dt_sec=0.78 cum_wall_sec=27.2
00:03:52 | INFO    | src.training.finetune | STEP step=330 loss=0.2671 dt_sec=0.78 cum_wall_sec=28.0
00:03:53 | INFO    | src.training.finetune | STEP step=340 loss=0.2194 dt_sec=0.78 cum_wall_sec=28.8
00:03:54 | INFO    | src.training.finetune | STEP step=350 loss=0.0808 dt_sec=0.77 cum_wall_sec=29.6
00:03:55 | INFO    | src.training.finetune | STEP step=360 loss=0.1699 dt_sec=0.77 cum_wall_sec=30.4
00:03:55 | INFO    | src.training.finetune | STEP step=370 loss=0.1278 dt_sec=0.79 cum_wall_sec=31.1
00:03:56 | INFO    | src.training.finetune | STEP step=380 loss=0.0744 dt_sec=0.77 cum_wall_sec=31.9
