21:43:55 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=baza
21:43:55 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
21:43:55 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T21:43:55.639578+00:00 n=2000 n_classes=2
21:43:57 | INFO    | src.training.finetune | STEP step=10 loss=0.7287 dt_sec=0.94 cum_wall_sec=0.9
21:43:57 | INFO    | src.training.finetune | STEP step=20 loss=0.7150 dt_sec=0.67 cum_wall_sec=1.6
21:43:59 | INFO    | src.training.finetune | STEP step=30 loss=0.7127 dt_sec=2.03 cum_wall_sec=3.6
21:44:02 | INFO    | src.training.finetune | STEP step=40 loss=0.6990 dt_sec=2.23 cum_wall_sec=5.9
21:44:04 | INFO    | src.training.finetune | STEP step=50 loss=0.6996 dt_sec=2.01 cum_wall_sec=7.9
21:44:07 | INFO    | src.training.finetune | STEP step=60 loss=0.6922 dt_sec=3.52 cum_wall_sec=11.4
21:44:09 | INFO    | src.training.finetune | STEP step=70 loss=0.6968 dt_sec=1.95 cum_wall_sec=13.3
21:44:10 | INFO    | src.training.finetune | STEP step=80 loss=0.6901 dt_sec=0.63 cum_wall_sec=14.0
21:44:12 | INFO    | src.training.finetune | STEP step=90 loss=0.6688 dt_sec=2.18 cum_wall_sec=16.2
21:44:14 | INFO    | src.training.finetune | STEP step=100 loss=0.6299 dt_sec=1.95 cum_wall_sec=18.1
21:44:14 | INFO    | src.training.finetune | STEP step=110 loss=0.6396 dt_sec=0.63 cum_wall_sec=18.8
21:44:15 | INFO    | src.training.finetune | STEP step=120 loss=0.6242 dt_sec=0.64 cum_wall_sec=19.4
21:44:16 | INFO    | src.training.finetune | STEP step=130 loss=0.6002 dt_sec=0.63 cum_wall_sec=20.0
21:44:16 | INFO    | src.training.finetune | STEP step=140 loss=0.5481 dt_sec=0.62 cum_wall_sec=20.6
21:44:17 | INFO    | src.training.finetune | STEP step=150 loss=0.5182 dt_sec=0.63 cum_wall_sec=21.3
21:44:18 | INFO    | src.training.finetune | STEP step=160 loss=0.5674 dt_sec=0.64 cum_wall_sec=21.9
21:44:20 | INFO    | src.training.finetune | STEP step=170 loss=0.5144 dt_sec=2.21 cum_wall_sec=24.1
21:44:21 | INFO    | src.training.finetune | STEP step=180 loss=0.5313 dt_sec=0.64 cum_wall_sec=24.8
21:44:23 | INFO    | src.training.finetune | STEP step=190 loss=0.5648 dt_sec=2.18 cum_wall_sec=27.0
21:44:23 | INFO    | src.training.finetune | STEP step=200 loss=0.4458 dt_sec=0.63 cum_wall_sec=27.6
21:44:26 | INFO    | src.training.finetune | STEP step=210 loss=0.5637 dt_sec=2.99 cum_wall_sec=30.6
21:44:27 | INFO    | src.training.finetune | STEP step=220 loss=0.4680 dt_sec=0.65 cum_wall_sec=31.2
21:44:28 | INFO    | src.training.finetune | STEP step=230 loss=0.4986 dt_sec=0.65 cum_wall_sec=31.9
21:44:28 | INFO    | src.training.finetune | STEP step=240 loss=0.4493 dt_sec=0.66 cum_wall_sec=32.5
21:44:29 | INFO    | src.training.finetune | STEP step=250 loss=0.4335 dt_sec=0.65 cum_wall_sec=33.2
21:44:30 | INFO    | src.training.finetune | STEP step=260 loss=0.3869 dt_sec=0.65 cum_wall_sec=33.8
21:44:30 | INFO    | src.training.finetune | STEP step=270 loss=0.3850 dt_sec=0.64 cum_wall_sec=34.5
21:44:31 | INFO    | src.training.finetune | STEP step=280 loss=0.3362 dt_sec=0.65 cum_wall_sec=35.1
21:44:32 | INFO    | src.training.finetune | STEP step=290 loss=0.4101 dt_sec=0.66 cum_wall_sec=35.8
21:44:32 | INFO    | src.training.finetune | STEP step=300 loss=0.4152 dt_sec=0.66 cum_wall_sec=36.5
21:44:33 | INFO    | src.training.finetune | STEP step=310 loss=0.3694 dt_sec=0.66 cum_wall_sec=37.1
21:44:33 | INFO    | src.training.finetune | STEP step=320 loss=0.3535 dt_sec=0.64 cum_wall_sec=37.8
21:44:34 | INFO    | src.training.finetune | STEP step=330 loss=0.2728 dt_sec=0.66 cum_wall_sec=38.4
21:44:35 | INFO    | src.training.finetune | STEP step=340 loss=0.2489 dt_sec=1.04 cum_wall_sec=39.5
21:44:36 | INFO    | src.training.finetune | STEP step=350 loss=0.2755 dt_sec=0.66 cum_wall_sec=40.1
21:44:36 | INFO    | src.training.finetune | STEP step=360 loss=0.2377 dt_sec=0.65 cum_wall_sec=40.8
21:44:37 | INFO    | src.training.finetune | STEP step=370 loss=0.4037 dt_sec=0.65 cum_wall_sec=41.4
21:44:39 | INFO    | src.training.finetune | STEP step=380 loss=0.2809 dt_sec=2.00 cum_wall_sec=43.4
21:44:40 | INFO    | src.training.finetune | STEP step=390 loss=0.2418 dt_sec=0.64 cum_wall_sec=44.0
21:44:40 | INFO    | src.training.finetune | STEP step=400 loss=0.2030 dt_sec=0.65 cum_wall_sec=44.7
21:44:44 | INFO    | src.training.finetune | STEP step=410 loss=0.1805 dt_sec=3.16 cum_wall_sec=47.9
21:44:44 | INFO    | src.training.finetune | STEP step=420 loss=0.2670 dt_sec=0.66 cum_wall_sec=48.5
21:44:45 | INFO    | src.training.finetune | STEP step=430 loss=0.2182 dt_sec=0.64 cum_wall_sec=49.2
21:44:46 | INFO    | src.training.finetune | STEP step=440 loss=0.2091 dt_sec=0.65 cum_wall_sec=49.8
21:44:46 | INFO    | src.training.finetune | STEP step=450 loss=0.1315 dt_sec=0.65 cum_wall_sec=50.5
21:44:47 | INFO    | src.training.finetune | STEP step=460 loss=0.1931 dt_sec=0.64 cum_wall_sec=51.1
21:44:47 | INFO    | src.training.finetune | STEP step=470 loss=0.2633 dt_sec=0.64 cum_wall_sec=51.7
21:44:48 | INFO    | src.training.finetune | STEP step=480 loss=0.2263 dt_sec=0.65 cum_wall_sec=52.4
21:44:49 | INFO    | src.training.finetune | STEP step=490 loss=0.1688 dt_sec=0.65 cum_wall_sec=53.0
21:44:49 | INFO    | src.training.finetune | STEP step=500 loss=0.1488 dt_sec=0.66 cum_wall_sec=53.7
21:44:50 | INFO    | src.training.finetune | STEP step=510 loss=0.1999 dt_sec=0.64 cum_wall_sec=54.3
21:44:51 | INFO    | src.training.finetune | STEP step=520 loss=0.1338 dt_sec=0.64 cum_wall_sec=55.0
21:44:51 | INFO    | src.training.finetune | STEP step=530 loss=0.1810 dt_sec=0.65 cum_wall_sec=55.6
21:44:52 | INFO    | src.training.finetune | STEP step=540 loss=0.1276 dt_sec=0.65 cum_wall_sec=56.3
21:44:53 | INFO    | src.training.finetune | STEP step=550 loss=0.1247 dt_sec=0.65 cum_wall_sec=56.9
21:44:53 | INFO    | src.training.finetune | STEP step=560 loss=0.0760 dt_sec=0.65 cum_wall_sec=57.6
21:44:54 | INFO    | src.training.finetune | STEP step=570 loss=0.1398 dt_sec=0.64 cum_wall_sec=58.2
21:44:55 | INFO    | src.training.finetune | STEP step=580 loss=0.0808 dt_sec=0.65 cum_wall_sec=58.9
21:44:55 | INFO    | src.training.finetune | STEP step=590 loss=0.0845 dt_sec=0.65 cum_wall_sec=59.5
