02:30:29 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
02:30:30 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
02:30:30 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T02:30:30.094693+00:00 n=500 n_classes=2
02:30:31 | INFO    | src.training.finetune | STEP step=10 loss=0.7001 dt_sec=0.79 cum_wall_sec=0.8
02:30:32 | INFO    | src.training.finetune | STEP step=20 loss=0.7055 dt_sec=0.68 cum_wall_sec=1.5
02:30:32 | INFO    | src.training.finetune | STEP step=30 loss=0.7087 dt_sec=0.69 cum_wall_sec=2.2
02:30:33 | INFO    | src.training.finetune | STEP step=40 loss=0.7086 dt_sec=0.68 cum_wall_sec=2.8
02:30:34 | INFO    | src.training.finetune | STEP step=50 loss=0.6888 dt_sec=0.68 cum_wall_sec=3.5
02:30:34 | INFO    | src.training.finetune | STEP step=60 loss=0.6943 dt_sec=0.69 cum_wall_sec=4.2
02:30:37 | INFO    | src.training.finetune | STEP step=70 loss=0.6968 dt_sec=2.15 cum_wall_sec=6.4
02:30:37 | INFO    | src.training.finetune | STEP step=80 loss=0.6955 dt_sec=0.69 cum_wall_sec=7.1
02:30:38 | INFO    | src.training.finetune | STEP step=90 loss=0.6917 dt_sec=0.71 cum_wall_sec=7.8
02:30:40 | INFO    | src.training.finetune | STEP step=100 loss=0.6737 dt_sec=2.35 cum_wall_sec=10.1
02:30:41 | INFO    | src.training.finetune | STEP step=110 loss=0.6524 dt_sec=0.67 cum_wall_sec=10.8
02:30:42 | INFO    | src.training.finetune | STEP step=120 loss=0.5753 dt_sec=0.67 cum_wall_sec=11.5
02:30:42 | INFO    | src.training.finetune | STEP step=130 loss=0.5525 dt_sec=0.67 cum_wall_sec=12.1
02:30:43 | INFO    | src.training.finetune | STEP step=140 loss=0.4444 dt_sec=0.68 cum_wall_sec=12.8
02:30:44 | INFO    | src.training.finetune | STEP step=150 loss=0.4692 dt_sec=0.67 cum_wall_sec=13.5
02:30:44 | INFO    | src.training.finetune | STEP step=160 loss=0.4275 dt_sec=0.67 cum_wall_sec=14.2
02:30:45 | INFO    | src.training.finetune | STEP step=170 loss=0.3766 dt_sec=0.68 cum_wall_sec=14.8
