00:32:59 | INFO    | src.training.finetune | STAGE=turkish_intermediate cache_hit=true ts=2026-09-09T00:32:59.438578+00:00 path=artifacts/tr_stage_cache/base=xlm15__tok=omp__tr=real__seed=1337__dd0c52e7259d93c7
00:32:59 | WARNING | src.training.finetune | SOURCE STAGE DEGENERATE (cache hit): tr macro-F1=0.3321 constant_prediction=False — this run's Turkish manipulation did NOT take effect. Recorded, not excluded.
00:32:59 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=TR checkpoint
00:32:59 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
00:32:59 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T00:32:59.496189+00:00 n=500 n_classes=2
00:33:00 | INFO    | src.training.finetune | STEP step=10 loss=1.1034 dt_sec=0.85 cum_wall_sec=0.9
00:33:01 | INFO    | src.training.finetune | STEP step=20 loss=1.0991 dt_sec=0.79 cum_wall_sec=1.6
00:33:02 | INFO    | src.training.finetune | STEP step=30 loss=0.9991 dt_sec=0.80 cum_wall_sec=2.4
00:33:03 | INFO    | src.training.finetune | STEP step=40 loss=1.0113 dt_sec=0.80 cum_wall_sec=3.2
00:33:04 | INFO    | src.training.finetune | STEP step=50 loss=1.1209 dt_sec=0.78 cum_wall_sec=4.0
00:33:04 | INFO    | src.training.finetune | STEP step=60 loss=1.0307 dt_sec=0.78 cum_wall_sec=4.8
00:33:05 | INFO    | src.training.finetune | STEP step=70 loss=1.1809 dt_sec=0.78 cum_wall_sec=5.6
00:33:06 | INFO    | src.training.finetune | STEP step=80 loss=1.0987 dt_sec=0.79 cum_wall_sec=6.4
00:33:07 | INFO    | src.training.finetune | STEP step=90 loss=1.0824 dt_sec=0.79 cum_wall_sec=7.2
00:33:07 | INFO    | src.training.finetune | STEP step=100 loss=1.0640 dt_sec=0.79 cum_wall_sec=8.0
00:33:08 | INFO    | src.training.finetune | STEP step=110 loss=1.2103 dt_sec=0.79 cum_wall_sec=8.7
00:33:09 | INFO    | src.training.finetune | STEP step=120 loss=1.0246 dt_sec=0.80 cum_wall_sec=9.5
00:33:10 | INFO    | src.training.finetune | STEP step=130 loss=1.1219 dt_sec=0.78 cum_wall_sec=10.3
00:33:11 | INFO    | src.training.finetune | STEP step=140 loss=1.0340 dt_sec=0.78 cum_wall_sec=11.1
00:33:11 | INFO    | src.training.finetune | STEP step=150 loss=1.0541 dt_sec=0.79 cum_wall_sec=11.9
00:33:12 | INFO    | src.training.finetune | STEP step=160 loss=1.1149 dt_sec=0.79 cum_wall_sec=12.7
00:33:13 | INFO    | src.training.finetune | STEP step=170 loss=1.4491 dt_sec=0.79 cum_wall_sec=13.5
00:33:14 | INFO    | src.training.finetune | STEP step=180 loss=0.9643 dt_sec=0.79 cum_wall_sec=14.3
00:33:15 | INFO    | src.training.finetune | STEP step=190 loss=1.0218 dt_sec=0.79 cum_wall_sec=15.0
00:33:15 | INFO    | src.training.finetune | STEP step=200 loss=1.1082 dt_sec=0.78 cum_wall_sec=15.8
00:33:19 | INFO    | src.training.finetune | STEP step=210 loss=0.9755 dt_sec=3.20 cum_wall_sec=19.0
00:33:19 | INFO    | src.training.finetune | STEP step=220 loss=0.9559 dt_sec=0.79 cum_wall_sec=19.8
00:33:20 | INFO    | src.training.finetune | STEP step=230 loss=0.9037 dt_sec=0.80 cum_wall_sec=20.6
00:33:21 | INFO    | src.training.finetune | STEP step=240 loss=1.1553 dt_sec=0.78 cum_wall_sec=21.4
00:33:22 | INFO    | src.training.finetune | STEP step=250 loss=1.0051 dt_sec=0.79 cum_wall_sec=22.2
00:33:22 | INFO    | src.training.finetune | STEP step=260 loss=0.8528 dt_sec=0.79 cum_wall_sec=23.0
00:33:23 | INFO    | src.training.finetune | STEP step=270 loss=0.7596 dt_sec=0.79 cum_wall_sec=23.8
00:33:24 | INFO    | src.training.finetune | STEP step=280 loss=0.5857 dt_sec=0.78 cum_wall_sec=24.6
00:33:25 | INFO    | src.training.finetune | STEP step=290 loss=0.5578 dt_sec=0.79 cum_wall_sec=25.3
00:33:26 | INFO    | src.training.finetune | STEP step=300 loss=0.3739 dt_sec=0.79 cum_wall_sec=26.1
00:33:26 | INFO    | src.training.finetune | STEP step=310 loss=0.2952 dt_sec=0.78 cum_wall_sec=26.9
00:33:27 | INFO    | src.training.finetune | STEP step=320 loss=0.3538 dt_sec=0.80 cum_wall_sec=27.7
00:33:28 | INFO    | src.training.finetune | STEP step=330 loss=0.1822 dt_sec=0.80 cum_wall_sec=28.5
00:33:29 | INFO    | src.training.finetune | STEP step=340 loss=0.2430 dt_sec=0.79 cum_wall_sec=29.3
00:33:30 | INFO    | src.training.finetune | STEP step=350 loss=0.3625 dt_sec=0.79 cum_wall_sec=30.1
00:33:30 | INFO    | src.training.finetune | STEP step=360 loss=0.1735 dt_sec=0.78 cum_wall_sec=30.9
00:33:31 | INFO    | src.training.finetune | STEP step=370 loss=0.0362 dt_sec=0.79 cum_wall_sec=31.7
00:33:32 | INFO    | src.training.finetune | STEP step=380 loss=0.2359 dt_sec=0.80 cum_wall_sec=32.5
00:33:33 | INFO    | src.training.finetune | STEP step=390 loss=0.1526 dt_sec=0.78 cum_wall_sec=33.2
00:33:34 | INFO    | src.training.finetune | STEP step=400 loss=0.0654 dt_sec=0.79 cum_wall_sec=34.0
00:33:37 | INFO    | src.training.finetune | STEP step=410 loss=0.0290 dt_sec=3.25 cum_wall_sec=37.3
00:33:38 | INFO    | src.training.finetune | STEP step=420 loss=0.2970 dt_sec=0.78 cum_wall_sec=38.1
00:33:38 | INFO    | src.training.finetune | STEP step=430 loss=0.1366 dt_sec=0.80 cum_wall_sec=38.9
00:33:39 | INFO    | src.training.finetune | STEP step=440 loss=0.1020 dt_sec=0.78 cum_wall_sec=39.6
00:33:40 | INFO    | src.training.finetune | STEP step=450 loss=0.1083 dt_sec=0.79 cum_wall_sec=40.4
00:33:41 | INFO    | src.training.finetune | STEP step=460 loss=0.1888 dt_sec=0.78 cum_wall_sec=41.2
00:33:41 | INFO    | src.training.finetune | STEP step=470 loss=0.2469 dt_sec=0.78 cum_wall_sec=42.0
