19:43:05 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=baza
19:43:05 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
19:43:05 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T19:43:05.682479+00:00 n=2000 n_classes=2
19:43:09 | INFO    | src.training.finetune | STEP step=10 loss=3.9711 dt_sec=0.84 cum_wall_sec=0.8
19:43:10 | INFO    | src.training.finetune | STEP step=20 loss=3.7560 dt_sec=0.79 cum_wall_sec=1.6
19:43:10 | INFO    | src.training.finetune | STEP step=30 loss=3.1532 dt_sec=0.77 cum_wall_sec=2.4
19:43:11 | INFO    | src.training.finetune | STEP step=40 loss=2.4132 dt_sec=0.78 cum_wall_sec=3.2
19:43:12 | INFO    | src.training.finetune | STEP step=50 loss=1.9765 dt_sec=0.78 cum_wall_sec=4.0
19:43:13 | INFO    | src.training.finetune | STEP step=60 loss=2.2064 dt_sec=0.78 cum_wall_sec=4.7
19:43:13 | INFO    | src.training.finetune | STEP step=70 loss=2.0397 dt_sec=0.77 cum_wall_sec=5.5
19:43:14 | INFO    | src.training.finetune | STEP step=80 loss=2.2575 dt_sec=0.78 cum_wall_sec=6.3
19:43:15 | INFO    | src.training.finetune | STEP step=90 loss=2.3687 dt_sec=0.78 cum_wall_sec=7.1
19:43:16 | INFO    | src.training.finetune | STEP step=100 loss=2.4856 dt_sec=0.77 cum_wall_sec=7.8
19:43:17 | INFO    | src.training.finetune | STEP step=110 loss=2.3235 dt_sec=0.77 cum_wall_sec=8.6
19:43:17 | INFO    | src.training.finetune | STEP step=120 loss=1.8178 dt_sec=0.77 cum_wall_sec=9.4
19:43:18 | INFO    | src.training.finetune | STEP step=130 loss=1.9063 dt_sec=0.77 cum_wall_sec=10.2
19:43:19 | INFO    | src.training.finetune | STEP step=140 loss=1.9184 dt_sec=0.77 cum_wall_sec=10.9
19:43:20 | INFO    | src.training.finetune | STEP step=150 loss=1.4591 dt_sec=0.77 cum_wall_sec=11.7
19:43:20 | INFO    | src.training.finetune | STEP step=160 loss=1.3674 dt_sec=0.78 cum_wall_sec=12.5
19:43:21 | INFO    | src.training.finetune | STEP step=170 loss=1.1241 dt_sec=0.77 cum_wall_sec=13.2
19:43:22 | INFO    | src.training.finetune | STEP step=180 loss=1.4472 dt_sec=0.78 cum_wall_sec=14.0
19:43:23 | INFO    | src.training.finetune | STEP step=190 loss=1.1721 dt_sec=0.78 cum_wall_sec=14.8
19:43:23 | INFO    | src.training.finetune | STEP step=200 loss=1.2442 dt_sec=0.79 cum_wall_sec=15.6
19:43:27 | INFO    | src.training.finetune | STEP step=210 loss=1.1645 dt_sec=3.57 cum_wall_sec=19.1
19:43:28 | INFO    | src.training.finetune | STEP step=220 loss=1.2632 dt_sec=0.76 cum_wall_sec=19.9
19:43:29 | INFO    | src.training.finetune | STEP step=230 loss=1.4298 dt_sec=0.78 cum_wall_sec=20.7
19:43:29 | INFO    | src.training.finetune | STEP step=240 loss=0.8647 dt_sec=0.78 cum_wall_sec=21.5
19:43:30 | INFO    | src.training.finetune | STEP step=250 loss=0.8527 dt_sec=0.78 cum_wall_sec=22.2
19:43:31 | INFO    | src.training.finetune | STEP step=260 loss=1.1150 dt_sec=0.76 cum_wall_sec=23.0
19:43:32 | INFO    | src.training.finetune | STEP step=270 loss=0.9520 dt_sec=0.76 cum_wall_sec=23.8
19:43:32 | INFO    | src.training.finetune | STEP step=280 loss=0.9020 dt_sec=0.78 cum_wall_sec=24.6
19:43:33 | INFO    | src.training.finetune | STEP step=290 loss=0.9045 dt_sec=0.77 cum_wall_sec=25.3
19:43:34 | INFO    | src.training.finetune | STEP step=300 loss=0.8704 dt_sec=0.76 cum_wall_sec=26.1
19:43:35 | INFO    | src.training.finetune | STEP step=310 loss=0.8762 dt_sec=0.78 cum_wall_sec=26.9
19:43:36 | INFO    | src.training.finetune | STEP step=320 loss=0.8759 dt_sec=0.78 cum_wall_sec=27.6
19:43:36 | INFO    | src.training.finetune | STEP step=330 loss=0.8606 dt_sec=0.77 cum_wall_sec=28.4
