03:06:13 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
03:06:13 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
03:06:13 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T03:06:13.106812+00:00 n=500 n_classes=2
03:06:14 | INFO    | src.training.finetune | STEP step=10 loss=0.6901 dt_sec=0.72 cum_wall_sec=0.7
03:06:14 | INFO    | src.training.finetune | STEP step=20 loss=0.6951 dt_sec=0.68 cum_wall_sec=1.4
03:06:15 | INFO    | src.training.finetune | STEP step=30 loss=0.6909 dt_sec=0.68 cum_wall_sec=2.1
03:06:16 | INFO    | src.training.finetune | STEP step=40 loss=0.6905 dt_sec=0.68 cum_wall_sec=2.8
03:06:16 | INFO    | src.training.finetune | STEP step=50 loss=0.6955 dt_sec=0.66 cum_wall_sec=3.4
03:06:17 | INFO    | src.training.finetune | STEP step=60 loss=0.6952 dt_sec=0.67 cum_wall_sec=4.1
03:06:18 | INFO    | src.training.finetune | STEP step=70 loss=0.6918 dt_sec=0.66 cum_wall_sec=4.7
03:06:18 | INFO    | src.training.finetune | STEP step=80 loss=0.6922 dt_sec=0.67 cum_wall_sec=5.4
03:06:19 | INFO    | src.training.finetune | STEP step=90 loss=0.6934 dt_sec=0.67 cum_wall_sec=6.1
03:06:20 | INFO    | src.training.finetune | STEP step=100 loss=0.6872 dt_sec=0.67 cum_wall_sec=6.8
03:06:20 | INFO    | src.training.finetune | STEP step=110 loss=0.6857 dt_sec=0.67 cum_wall_sec=7.4
03:06:21 | INFO    | src.training.finetune | STEP step=120 loss=0.6873 dt_sec=0.68 cum_wall_sec=8.1
03:06:22 | INFO    | src.training.finetune | STEP step=130 loss=0.6770 dt_sec=0.66 cum_wall_sec=8.8
03:06:22 | INFO    | src.training.finetune | STEP step=140 loss=0.6736 dt_sec=0.66 cum_wall_sec=9.4
03:06:23 | INFO    | src.training.finetune | STEP step=150 loss=0.6718 dt_sec=0.67 cum_wall_sec=10.1
03:06:24 | INFO    | src.training.finetune | STEP step=160 loss=0.6767 dt_sec=0.67 cum_wall_sec=10.8
03:06:24 | INFO    | src.training.finetune | STEP step=170 loss=0.6703 dt_sec=0.67 cum_wall_sec=11.4
03:06:25 | INFO    | src.training.finetune | STEP step=180 loss=0.6600 dt_sec=0.67 cum_wall_sec=12.1
03:06:26 | INFO    | src.training.finetune | STEP step=190 loss=0.6716 dt_sec=0.67 cum_wall_sec=12.8
