02:33:35 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
02:33:35 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
02:33:35 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T02:33:35.499791+00:00 n=500 n_classes=2
02:33:36 | INFO    | src.training.finetune | STEP step=10 loss=0.7001 dt_sec=0.73 cum_wall_sec=0.7
02:33:37 | INFO    | src.training.finetune | STEP step=20 loss=0.7220 dt_sec=0.67 cum_wall_sec=1.4
02:33:38 | INFO    | src.training.finetune | STEP step=30 loss=0.7085 dt_sec=0.68 cum_wall_sec=2.1
02:33:38 | INFO    | src.training.finetune | STEP step=40 loss=0.6963 dt_sec=0.68 cum_wall_sec=2.8
02:33:39 | INFO    | src.training.finetune | STEP step=50 loss=0.6987 dt_sec=0.67 cum_wall_sec=3.4
02:33:40 | INFO    | src.training.finetune | STEP step=60 loss=0.6932 dt_sec=0.68 cum_wall_sec=4.1
02:33:42 | INFO    | src.training.finetune | STEP step=70 loss=0.6949 dt_sec=2.33 cum_wall_sec=6.5
02:33:44 | INFO    | src.training.finetune | STEP step=80 loss=0.6817 dt_sec=2.09 cum_wall_sec=8.5
02:33:45 | INFO    | src.training.finetune | STEP step=90 loss=0.6645 dt_sec=0.68 cum_wall_sec=9.2
02:33:45 | INFO    | src.training.finetune | STEP step=100 loss=0.6254 dt_sec=0.66 cum_wall_sec=9.9
02:33:46 | INFO    | src.training.finetune | STEP step=110 loss=0.5926 dt_sec=0.68 cum_wall_sec=10.6
02:33:47 | INFO    | src.training.finetune | STEP step=120 loss=0.5557 dt_sec=0.67 cum_wall_sec=11.2
02:33:47 | INFO    | src.training.finetune | STEP step=130 loss=0.4969 dt_sec=0.66 cum_wall_sec=11.9
02:33:48 | INFO    | src.training.finetune | STEP step=140 loss=0.4130 dt_sec=0.68 cum_wall_sec=12.6
02:33:49 | INFO    | src.training.finetune | STEP step=150 loss=0.3403 dt_sec=0.67 cum_wall_sec=13.2
02:33:49 | INFO    | src.training.finetune | STEP step=160 loss=0.3661 dt_sec=0.67 cum_wall_sec=13.9
02:33:50 | INFO    | src.training.finetune | STEP step=170 loss=0.3090 dt_sec=0.68 cum_wall_sec=14.6
02:33:51 | INFO    | src.training.finetune | STEP step=180 loss=0.3225 dt_sec=0.67 cum_wall_sec=15.3
02:33:52 | INFO    | src.training.finetune | STEP step=190 loss=0.2477 dt_sec=0.68 cum_wall_sec=15.9
02:33:52 | INFO    | src.training.finetune | STEP step=200 loss=0.1676 dt_sec=0.67 cum_wall_sec=16.6
02:33:55 | INFO    | src.training.finetune | STEP step=210 loss=0.1821 dt_sec=2.99 cum_wall_sec=19.6
02:33:56 | INFO    | src.training.finetune | STEP step=220 loss=0.1831 dt_sec=0.67 cum_wall_sec=20.3
02:33:57 | INFO    | src.training.finetune | STEP step=230 loss=0.1518 dt_sec=0.68 cum_wall_sec=20.9
02:33:57 | INFO    | src.training.finetune | STEP step=240 loss=0.1403 dt_sec=0.67 cum_wall_sec=21.6
02:33:58 | INFO    | src.training.finetune | STEP step=250 loss=0.2931 dt_sec=0.68 cum_wall_sec=22.3
02:33:59 | INFO    | src.training.finetune | STEP step=260 loss=0.2954 dt_sec=0.67 cum_wall_sec=22.9
02:33:59 | INFO    | src.training.finetune | STEP step=270 loss=0.5571 dt_sec=0.68 cum_wall_sec=23.6
02:34:00 | INFO    | src.training.finetune | STEP step=280 loss=0.2041 dt_sec=0.66 cum_wall_sec=24.3
02:34:02 | INFO    | src.training.finetune | STEP step=290 loss=0.1451 dt_sec=2.14 cum_wall_sec=26.4
02:34:03 | INFO    | src.training.finetune | STEP step=300 loss=0.1647 dt_sec=0.68 cum_wall_sec=27.1
02:34:03 | INFO    | src.training.finetune | STEP step=310 loss=0.0915 dt_sec=0.67 cum_wall_sec=27.8
02:34:04 | INFO    | src.training.finetune | STEP step=320 loss=0.0748 dt_sec=0.67 cum_wall_sec=28.4
02:34:05 | INFO    | src.training.finetune | STEP step=330 loss=0.0448 dt_sec=0.67 cum_wall_sec=29.1
02:34:05 | INFO    | src.training.finetune | STEP step=340 loss=0.0238 dt_sec=0.68 cum_wall_sec=29.8
