23:12:36 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
23:12:37 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
23:12:37 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T23:12:37.181643+00:00 n=500 n_classes=2
23:12:40 | INFO    | src.training.finetune | STEP step=10 loss=5.6237 dt_sec=0.92 cum_wall_sec=0.9
23:12:40 | INFO    | src.training.finetune | STEP step=20 loss=3.1244 dt_sec=0.82 cum_wall_sec=1.7
23:12:41 | INFO    | src.training.finetune | STEP step=30 loss=2.4336 dt_sec=0.82 cum_wall_sec=2.6
23:12:42 | INFO    | src.training.finetune | STEP step=40 loss=1.8786 dt_sec=0.83 cum_wall_sec=3.4
23:12:43 | INFO    | src.training.finetune | STEP step=50 loss=1.9689 dt_sec=0.81 cum_wall_sec=4.2
23:12:44 | INFO    | src.training.finetune | STEP step=60 loss=1.4633 dt_sec=0.81 cum_wall_sec=5.0
23:12:45 | INFO    | src.training.finetune | STEP step=70 loss=1.5850 dt_sec=0.82 cum_wall_sec=5.8
23:12:45 | INFO    | src.training.finetune | STEP step=80 loss=1.3427 dt_sec=0.81 cum_wall_sec=6.6
23:12:46 | INFO    | src.training.finetune | STEP step=90 loss=1.6185 dt_sec=0.82 cum_wall_sec=7.5
23:12:47 | INFO    | src.training.finetune | STEP step=100 loss=1.4033 dt_sec=0.82 cum_wall_sec=8.3
23:12:48 | INFO    | src.training.finetune | STEP step=110 loss=1.2331 dt_sec=0.81 cum_wall_sec=9.1
23:12:49 | INFO    | src.training.finetune | STEP step=120 loss=1.1843 dt_sec=0.82 cum_wall_sec=9.9
23:12:49 | INFO    | src.training.finetune | STEP step=130 loss=1.0324 dt_sec=0.81 cum_wall_sec=10.7
23:12:50 | INFO    | src.training.finetune | STEP step=140 loss=1.1144 dt_sec=0.80 cum_wall_sec=11.5
23:12:51 | INFO    | src.training.finetune | STEP step=150 loss=1.1428 dt_sec=0.82 cum_wall_sec=12.3
23:12:52 | INFO    | src.training.finetune | STEP step=160 loss=0.9533 dt_sec=0.82 cum_wall_sec=13.2
23:12:53 | INFO    | src.training.finetune | STEP step=170 loss=1.2473 dt_sec=0.82 cum_wall_sec=14.0
23:12:54 | INFO    | src.training.finetune | STEP step=180 loss=1.6160 dt_sec=0.82 cum_wall_sec=14.8
23:12:54 | INFO    | src.training.finetune | STEP step=190 loss=1.3292 dt_sec=0.82 cum_wall_sec=15.6
23:12:55 | INFO    | src.training.finetune | STEP step=200 loss=0.8773 dt_sec=0.81 cum_wall_sec=16.4
23:12:59 | INFO    | src.training.finetune | STEP step=210 loss=1.1137 dt_sec=3.60 cum_wall_sec=20.0
23:13:00 | INFO    | src.training.finetune | STEP step=220 loss=1.0607 dt_sec=0.82 cum_wall_sec=20.8
23:13:00 | INFO    | src.training.finetune | STEP step=230 loss=0.9061 dt_sec=0.82 cum_wall_sec=21.7
23:13:01 | INFO    | src.training.finetune | STEP step=240 loss=0.9651 dt_sec=0.82 cum_wall_sec=22.5
23:13:02 | INFO    | src.training.finetune | STEP step=250 loss=1.0662 dt_sec=0.82 cum_wall_sec=23.3
23:13:03 | INFO    | src.training.finetune | STEP step=260 loss=0.9956 dt_sec=0.82 cum_wall_sec=24.1
23:13:04 | INFO    | src.training.finetune | STEP step=270 loss=0.8042 dt_sec=0.82 cum_wall_sec=25.0
23:13:04 | INFO    | src.training.finetune | STEP step=280 loss=0.6901 dt_sec=0.81 cum_wall_sec=25.8
23:13:05 | INFO    | src.training.finetune | STEP step=290 loss=0.7448 dt_sec=0.81 cum_wall_sec=26.6
23:13:06 | INFO    | src.training.finetune | STEP step=300 loss=1.4254 dt_sec=0.82 cum_wall_sec=27.4
23:13:07 | INFO    | src.training.finetune | STEP step=310 loss=0.5412 dt_sec=0.79 cum_wall_sec=28.2
23:13:08 | INFO    | src.training.finetune | STEP step=320 loss=0.5321 dt_sec=0.78 cum_wall_sec=29.0
23:13:08 | INFO    | src.training.finetune | STEP step=330 loss=0.6097 dt_sec=0.79 cum_wall_sec=29.7
23:13:09 | INFO    | src.training.finetune | STEP step=340 loss=0.6190 dt_sec=0.77 cum_wall_sec=30.5
23:13:10 | INFO    | src.training.finetune | STEP step=350 loss=0.3405 dt_sec=0.78 cum_wall_sec=31.3
23:13:11 | INFO    | src.training.finetune | STEP step=360 loss=0.2794 dt_sec=0.77 cum_wall_sec=32.1
23:13:12 | INFO    | src.training.finetune | STEP step=370 loss=0.1553 dt_sec=0.77 cum_wall_sec=32.8
23:13:12 | INFO    | src.training.finetune | STEP step=380 loss=0.2693 dt_sec=0.79 cum_wall_sec=33.6
23:13:13 | INFO    | src.training.finetune | STEP step=390 loss=0.2282 dt_sec=0.77 cum_wall_sec=34.4
23:13:14 | INFO    | src.training.finetune | STEP step=400 loss=0.6317 dt_sec=0.77 cum_wall_sec=35.2
23:13:18 | INFO    | src.training.finetune | STEP step=410 loss=0.9314 dt_sec=3.88 cum_wall_sec=39.1
23:13:19 | INFO    | src.training.finetune | STEP step=420 loss=0.2330 dt_sec=0.82 cum_wall_sec=39.9
23:13:19 | INFO    | src.training.finetune | STEP step=430 loss=0.0876 dt_sec=0.81 cum_wall_sec=40.7
23:13:20 | INFO    | src.training.finetune | STEP step=440 loss=0.1120 dt_sec=0.80 cum_wall_sec=41.5
23:13:21 | INFO    | src.training.finetune | STEP step=450 loss=0.4675 dt_sec=0.81 cum_wall_sec=42.3
23:13:22 | INFO    | src.training.finetune | STEP step=460 loss=0.2046 dt_sec=0.81 cum_wall_sec=43.1
23:13:23 | INFO    | src.training.finetune | STEP step=470 loss=0.0348 dt_sec=0.81 cum_wall_sec=43.9
23:13:23 | INFO    | src.training.finetune | STEP step=480 loss=0.1535 dt_sec=0.80 cum_wall_sec=44.7
23:13:24 | INFO    | src.training.finetune | STEP step=490 loss=0.1277 dt_sec=0.83 cum_wall_sec=45.5
23:13:25 | INFO    | src.training.finetune | STEP step=500 loss=0.0731 dt_sec=0.81 cum_wall_sec=46.4
23:13:26 | INFO    | src.training.finetune | STEP step=510 loss=0.1002 dt_sec=0.80 cum_wall_sec=47.2
23:13:27 | INFO    | src.training.finetune | STEP step=520 loss=0.0661 dt_sec=0.80 cum_wall_sec=48.0
23:13:28 | INFO    | src.training.finetune | STEP step=530 loss=0.2126 dt_sec=0.83 cum_wall_sec=48.8
23:13:28 | INFO    | src.training.finetune | STEP step=540 loss=0.0334 dt_sec=0.81 cum_wall_sec=49.6
23:13:29 | INFO    | src.training.finetune | STEP step=550 loss=0.0733 dt_sec=0.82 cum_wall_sec=50.4
23:13:30 | INFO    | src.training.finetune | STEP step=560 loss=0.2126 dt_sec=0.80 cum_wall_sec=51.2
23:13:31 | INFO    | src.training.finetune | STEP step=570 loss=0.0838 dt_sec=0.82 cum_wall_sec=52.0
23:13:32 | INFO    | src.training.finetune | STEP step=580 loss=0.0863 dt_sec=0.80 cum_wall_sec=52.8
23:13:32 | INFO    | src.training.finetune | STEP step=590 loss=0.0233 dt_sec=0.81 cum_wall_sec=53.7
23:13:33 | INFO    | src.training.finetune | STEP step=600 loss=0.0306 dt_sec=0.82 cum_wall_sec=54.5
23:13:37 | INFO    | src.training.finetune | STEP step=610 loss=0.0295 dt_sec=3.83 cum_wall_sec=58.3
23:13:38 | INFO    | src.training.finetune | STEP step=620 loss=0.0532 dt_sec=0.80 cum_wall_sec=59.1
23:13:39 | INFO    | src.training.finetune | STEP step=630 loss=0.0000 dt_sec=0.81 cum_wall_sec=59.9
23:13:39 | INFO    | src.training.finetune | STEP step=640 loss=0.0276 dt_sec=0.82 cum_wall_sec=60.7
23:13:40 | INFO    | src.training.finetune | STEP step=650 loss=0.0000 dt_sec=0.82 cum_wall_sec=61.5
23:13:41 | INFO    | src.training.finetune | STEP step=660 loss=0.0437 dt_sec=0.80 cum_wall_sec=62.3
23:13:42 | INFO    | src.training.finetune | STEP step=670 loss=0.0104 dt_sec=0.81 cum_wall_sec=63.1
23:13:43 | INFO    | src.training.finetune | STEP step=680 loss=0.1358 dt_sec=0.79 cum_wall_sec=63.9
23:13:43 | INFO    | src.training.finetune | STEP step=690 loss=0.1975 dt_sec=0.80 cum_wall_sec=64.7
23:13:44 | INFO    | src.training.finetune | STEP step=700 loss=0.0258 dt_sec=0.81 cum_wall_sec=65.6
23:13:45 | INFO    | src.training.finetune | STEP step=710 loss=0.0850 dt_sec=0.80 cum_wall_sec=66.4
23:13:46 | INFO    | src.training.finetune | STEP step=720 loss=0.1452 dt_sec=0.81 cum_wall_sec=67.2
23:13:47 | INFO    | src.training.finetune | STEP step=730 loss=0.0072 dt_sec=0.82 cum_wall_sec=68.0
