03:16:51 | INFO    | src.training.finetune | STAGE=turkish_intermediate cache_hit=true ts=2026-09-09T03:16:51.126450+00:00 path=artifacts/tr_stage_cache/base=xlmr__tok=original__tr=real__seed=42__efa2e4215b6f4368
03:16:51 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=TR checkpoint
03:16:51 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
03:16:51 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T03:16:51.257333+00:00 n=500 n_classes=2
03:16:52 | INFO    | src.training.finetune | STEP step=10 loss=0.7461 dt_sec=0.74 cum_wall_sec=0.7
03:16:53 | INFO    | src.training.finetune | STEP step=20 loss=0.7215 dt_sec=0.68 cum_wall_sec=1.4
03:16:53 | INFO    | src.training.finetune | STEP step=30 loss=0.6806 dt_sec=0.69 cum_wall_sec=2.1
03:16:54 | INFO    | src.training.finetune | STEP step=40 loss=0.6319 dt_sec=0.69 cum_wall_sec=2.8
03:16:55 | INFO    | src.training.finetune | STEP step=50 loss=0.5819 dt_sec=0.69 cum_wall_sec=3.5
03:16:56 | INFO    | src.training.finetune | STEP step=60 loss=0.5414 dt_sec=0.69 cum_wall_sec=4.2
03:16:56 | INFO    | src.training.finetune | STEP step=70 loss=0.4602 dt_sec=0.69 cum_wall_sec=4.9
03:16:57 | INFO    | src.training.finetune | STEP step=80 loss=0.4292 dt_sec=0.69 cum_wall_sec=5.6
03:16:58 | INFO    | src.training.finetune | STEP step=90 loss=0.3934 dt_sec=0.69 cum_wall_sec=6.3
03:16:58 | INFO    | src.training.finetune | STEP step=100 loss=0.3563 dt_sec=0.69 cum_wall_sec=6.9
03:16:59 | INFO    | src.training.finetune | STEP step=110 loss=0.3035 dt_sec=0.69 cum_wall_sec=7.6
03:17:00 | INFO    | src.training.finetune | STEP step=120 loss=0.3007 dt_sec=0.69 cum_wall_sec=8.3
03:17:00 | INFO    | src.training.finetune | STEP step=130 loss=0.2789 dt_sec=0.67 cum_wall_sec=9.0
03:17:01 | INFO    | src.training.finetune | STEP step=140 loss=0.2163 dt_sec=0.69 cum_wall_sec=9.7
03:17:02 | INFO    | src.training.finetune | STEP step=150 loss=0.2215 dt_sec=0.69 cum_wall_sec=10.4
03:17:02 | INFO    | src.training.finetune | STEP step=160 loss=0.1521 dt_sec=0.69 cum_wall_sec=11.1
03:17:03 | INFO    | src.training.finetune | STEP step=170 loss=0.1635 dt_sec=0.69 cum_wall_sec=11.8
03:17:04 | INFO    | src.training.finetune | STEP step=180 loss=0.0782 dt_sec=0.69 cum_wall_sec=12.4
03:17:04 | INFO    | src.training.finetune | STEP step=190 loss=0.1647 dt_sec=0.69 cum_wall_sec=13.1
03:17:05 | INFO    | src.training.finetune | STEP step=200 loss=0.0861 dt_sec=0.69 cum_wall_sec=13.8
03:17:08 | INFO    | src.training.finetune | STEP step=210 loss=0.1320 dt_sec=3.02 cum_wall_sec=16.8
03:17:09 | INFO    | src.training.finetune | STEP step=220 loss=0.1003 dt_sec=0.69 cum_wall_sec=17.5
03:17:10 | INFO    | src.training.finetune | STEP step=230 loss=0.1055 dt_sec=0.69 cum_wall_sec=18.2
03:17:10 | INFO    | src.training.finetune | STEP step=240 loss=0.1178 dt_sec=0.70 cum_wall_sec=18.9
03:17:11 | INFO    | src.training.finetune | STEP step=250 loss=0.0895 dt_sec=0.69 cum_wall_sec=19.6
03:17:12 | INFO    | src.training.finetune | STEP step=260 loss=0.0796 dt_sec=0.69 cum_wall_sec=20.3
03:17:12 | INFO    | src.training.finetune | STEP step=270 loss=0.0403 dt_sec=0.69 cum_wall_sec=21.0
03:17:13 | INFO    | src.training.finetune | STEP step=280 loss=0.0955 dt_sec=0.68 cum_wall_sec=21.7
03:17:14 | INFO    | src.training.finetune | STEP step=290 loss=0.1523 dt_sec=0.70 cum_wall_sec=22.4
03:17:14 | INFO    | src.training.finetune | STEP step=300 loss=0.0477 dt_sec=0.69 cum_wall_sec=23.1
03:17:15 | INFO    | src.training.finetune | STEP step=310 loss=0.0027 dt_sec=0.68 cum_wall_sec=23.7
03:17:16 | INFO    | src.training.finetune | STEP step=320 loss=0.0590 dt_sec=0.68 cum_wall_sec=24.4
03:17:16 | INFO    | src.training.finetune | STEP step=330 loss=0.0051 dt_sec=0.68 cum_wall_sec=25.1
03:17:17 | INFO    | src.training.finetune | STEP step=340 loss=0.0198 dt_sec=0.68 cum_wall_sec=25.8
03:17:18 | INFO    | src.training.finetune | STEP step=350 loss=0.0869 dt_sec=0.69 cum_wall_sec=26.5
03:17:19 | INFO    | src.training.finetune | STEP step=360 loss=0.0553 dt_sec=0.68 cum_wall_sec=27.2
03:17:19 | INFO    | src.training.finetune | STEP step=370 loss=0.0437 dt_sec=0.68 cum_wall_sec=27.8
03:17:20 | INFO    | src.training.finetune | STEP step=380 loss=0.0313 dt_sec=0.70 cum_wall_sec=28.5
03:17:21 | INFO    | src.training.finetune | STEP step=390 loss=0.0994 dt_sec=0.68 cum_wall_sec=29.2
03:17:21 | INFO    | src.training.finetune | STEP step=400 loss=0.0440 dt_sec=0.69 cum_wall_sec=29.9
03:17:24 | INFO    | src.training.finetune | STEP step=410 loss=0.0275 dt_sec=3.12 cum_wall_sec=33.0
03:17:25 | INFO    | src.training.finetune | STEP step=420 loss=0.0822 dt_sec=0.69 cum_wall_sec=33.7
03:17:26 | INFO    | src.training.finetune | STEP step=430 loss=0.1195 dt_sec=0.69 cum_wall_sec=34.4
03:17:26 | INFO    | src.training.finetune | STEP step=440 loss=0.0687 dt_sec=0.69 cum_wall_sec=35.1
03:17:27 | INFO    | src.training.finetune | STEP step=450 loss=0.0584 dt_sec=0.68 cum_wall_sec=35.8
03:17:28 | INFO    | src.training.finetune | STEP step=460 loss=0.0422 dt_sec=0.69 cum_wall_sec=36.5
03:17:29 | INFO    | src.training.finetune | STEP step=470 loss=0.0240 dt_sec=0.69 cum_wall_sec=37.2
03:17:29 | INFO    | src.training.finetune | STEP step=480 loss=0.0211 dt_sec=0.68 cum_wall_sec=37.8
03:17:30 | INFO    | src.training.finetune | STEP step=490 loss=0.0412 dt_sec=0.69 cum_wall_sec=38.5
03:17:31 | INFO    | src.training.finetune | STEP step=500 loss=0.0101 dt_sec=0.69 cum_wall_sec=39.2
03:17:31 | INFO    | src.training.finetune | STEP step=510 loss=0.0065 dt_sec=0.69 cum_wall_sec=39.9
03:17:32 | INFO    | src.training.finetune | STEP step=520 loss=0.0006 dt_sec=0.69 cum_wall_sec=40.6
03:17:33 | INFO    | src.training.finetune | STEP step=530 loss=0.0562 dt_sec=0.69 cum_wall_sec=41.3
03:17:33 | INFO    | src.training.finetune | STEP step=540 loss=0.0005 dt_sec=0.69 cum_wall_sec=42.0
03:17:34 | INFO    | src.training.finetune | STEP step=550 loss=0.0054 dt_sec=0.69 cum_wall_sec=42.6
03:17:35 | INFO    | src.training.finetune | STEP step=560 loss=0.0445 dt_sec=0.68 cum_wall_sec=43.3
03:17:35 | INFO    | src.training.finetune | STEP step=570 loss=0.0020 dt_sec=0.69 cum_wall_sec=44.0
03:17:36 | INFO    | src.training.finetune | STEP step=580 loss=0.0008 dt_sec=0.69 cum_wall_sec=44.7
03:17:37 | INFO    | src.training.finetune | STEP step=590 loss=0.0508 dt_sec=0.69 cum_wall_sec=45.4
03:17:37 | INFO    | src.training.finetune | STEP step=600 loss=0.0004 dt_sec=0.68 cum_wall_sec=46.1
03:17:41 | INFO    | src.training.finetune | STEP step=610 loss=0.0451 dt_sec=3.25 cum_wall_sec=49.3
03:17:41 | INFO    | src.training.finetune | STEP step=620 loss=0.0041 dt_sec=0.68 cum_wall_sec=50.0
