21:06:32 | INFO    | src.training.finetune | STAGE=turkish_intermediate cache_hit=true ts=2026-09-08T21:06:32.508760+00:00 path=artifacts/tr_stage_cache/base=xlm15__tok=omp__tr=real__seed=2024__849fe4b97186040c
21:06:32 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=TR checkpoint
21:06:32 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
21:06:32 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T21:06:32.571853+00:00 n=2000 n_classes=2
21:06:34 | INFO    | src.training.finetune | STEP step=10 loss=2.0749 dt_sec=0.82 cum_wall_sec=0.8
21:06:34 | INFO    | src.training.finetune | STEP step=20 loss=1.1189 dt_sec=0.75 cum_wall_sec=1.6
21:06:35 | INFO    | src.training.finetune | STEP step=30 loss=0.9799 dt_sec=0.74 cum_wall_sec=2.3
21:06:36 | INFO    | src.training.finetune | STEP step=40 loss=1.0812 dt_sec=0.76 cum_wall_sec=3.1
21:06:37 | INFO    | src.training.finetune | STEP step=50 loss=1.0777 dt_sec=0.75 cum_wall_sec=3.8
21:06:37 | INFO    | src.training.finetune | STEP step=60 loss=0.9862 dt_sec=0.75 cum_wall_sec=4.6
21:06:38 | INFO    | src.training.finetune | STEP step=70 loss=1.2058 dt_sec=0.74 cum_wall_sec=5.3
21:06:39 | INFO    | src.training.finetune | STEP step=80 loss=1.1486 dt_sec=0.74 cum_wall_sec=6.1
21:06:40 | INFO    | src.training.finetune | STEP step=90 loss=1.0579 dt_sec=0.75 cum_wall_sec=6.8
21:06:40 | INFO    | src.training.finetune | STEP step=100 loss=1.1490 dt_sec=0.76 cum_wall_sec=7.6
21:06:41 | INFO    | src.training.finetune | STEP step=110 loss=1.1877 dt_sec=0.75 cum_wall_sec=8.3
21:06:42 | INFO    | src.training.finetune | STEP step=120 loss=0.9153 dt_sec=0.75 cum_wall_sec=9.1
21:06:43 | INFO    | src.training.finetune | STEP step=130 loss=0.9745 dt_sec=0.75 cum_wall_sec=9.8
21:06:43 | INFO    | src.training.finetune | STEP step=140 loss=1.3586 dt_sec=0.73 cum_wall_sec=10.6
21:06:44 | INFO    | src.training.finetune | STEP step=150 loss=1.1594 dt_sec=0.75 cum_wall_sec=11.3
21:06:45 | INFO    | src.training.finetune | STEP step=160 loss=1.0251 dt_sec=0.76 cum_wall_sec=12.1
21:06:46 | INFO    | src.training.finetune | STEP step=170 loss=1.0405 dt_sec=0.75 cum_wall_sec=12.8
21:06:46 | INFO    | src.training.finetune | STEP step=180 loss=1.1382 dt_sec=0.76 cum_wall_sec=13.6
21:06:47 | INFO    | src.training.finetune | STEP step=190 loss=1.2210 dt_sec=0.75 cum_wall_sec=14.3
21:06:48 | INFO    | src.training.finetune | STEP step=200 loss=1.1863 dt_sec=0.75 cum_wall_sec=15.1
21:06:51 | INFO    | src.training.finetune | STEP step=210 loss=0.9585 dt_sec=3.02 cum_wall_sec=18.1
21:06:52 | INFO    | src.training.finetune | STEP step=220 loss=1.0720 dt_sec=0.74 cum_wall_sec=18.8
21:06:52 | INFO    | src.training.finetune | STEP step=230 loss=0.8289 dt_sec=0.75 cum_wall_sec=19.6
21:06:53 | INFO    | src.training.finetune | STEP step=240 loss=1.0857 dt_sec=0.76 cum_wall_sec=20.3
21:06:54 | INFO    | src.training.finetune | STEP step=250 loss=0.9721 dt_sec=0.75 cum_wall_sec=21.1
21:06:55 | INFO    | src.training.finetune | STEP step=260 loss=1.1398 dt_sec=0.75 cum_wall_sec=21.8
21:06:55 | INFO    | src.training.finetune | STEP step=270 loss=0.6921 dt_sec=0.73 cum_wall_sec=22.6
21:06:56 | INFO    | src.training.finetune | STEP step=280 loss=0.7149 dt_sec=0.74 cum_wall_sec=23.3
21:06:57 | INFO    | src.training.finetune | STEP step=290 loss=0.7681 dt_sec=0.76 cum_wall_sec=24.1
21:06:58 | INFO    | src.training.finetune | STEP step=300 loss=0.8824 dt_sec=0.76 cum_wall_sec=24.8
21:06:58 | INFO    | src.training.finetune | STEP step=310 loss=0.6692 dt_sec=0.75 cum_wall_sec=25.6
21:06:59 | INFO    | src.training.finetune | STEP step=320 loss=0.6849 dt_sec=0.74 cum_wall_sec=26.3
21:07:00 | INFO    | src.training.finetune | STEP step=330 loss=0.5534 dt_sec=0.77 cum_wall_sec=27.1
21:07:01 | INFO    | src.training.finetune | STEP step=340 loss=0.4711 dt_sec=0.74 cum_wall_sec=27.8
21:07:01 | INFO    | src.training.finetune | STEP step=350 loss=0.4520 dt_sec=0.76 cum_wall_sec=28.6
21:07:02 | INFO    | src.training.finetune | STEP step=360 loss=0.5135 dt_sec=0.76 cum_wall_sec=29.3
21:07:03 | INFO    | src.training.finetune | STEP step=370 loss=0.5433 dt_sec=0.75 cum_wall_sec=30.1
21:07:04 | INFO    | src.training.finetune | STEP step=380 loss=0.3787 dt_sec=0.74 cum_wall_sec=30.8
21:07:04 | INFO    | src.training.finetune | STEP step=390 loss=0.2632 dt_sec=0.74 cum_wall_sec=31.6
21:07:05 | INFO    | src.training.finetune | STEP step=400 loss=0.3577 dt_sec=0.76 cum_wall_sec=32.3
21:07:08 | INFO    | src.training.finetune | STEP step=410 loss=0.2440 dt_sec=3.19 cum_wall_sec=35.5
21:07:09 | INFO    | src.training.finetune | STEP step=420 loss=0.3357 dt_sec=0.76 cum_wall_sec=36.3
21:07:10 | INFO    | src.training.finetune | STEP step=430 loss=0.2971 dt_sec=0.74 cum_wall_sec=37.0
21:07:11 | INFO    | src.training.finetune | STEP step=440 loss=0.3059 dt_sec=0.74 cum_wall_sec=37.8
21:07:11 | INFO    | src.training.finetune | STEP step=450 loss=0.0921 dt_sec=0.75 cum_wall_sec=38.5
21:07:12 | INFO    | src.training.finetune | STEP step=460 loss=0.3530 dt_sec=0.74 cum_wall_sec=39.3
21:07:13 | INFO    | src.training.finetune | STEP step=470 loss=0.7054 dt_sec=0.74 cum_wall_sec=40.0
21:07:13 | INFO    | src.training.finetune | STEP step=480 loss=0.3311 dt_sec=0.75 cum_wall_sec=40.7
21:07:14 | INFO    | src.training.finetune | STEP step=490 loss=0.2582 dt_sec=0.75 cum_wall_sec=41.5
21:07:15 | INFO    | src.training.finetune | STEP step=500 loss=0.2589 dt_sec=0.77 cum_wall_sec=42.3
21:07:16 | INFO    | src.training.finetune | STEP step=510 loss=0.2529 dt_sec=0.74 cum_wall_sec=43.0
21:07:16 | INFO    | src.training.finetune | STEP step=520 loss=0.1769 dt_sec=0.75 cum_wall_sec=43.7
21:07:17 | INFO    | src.training.finetune | STEP step=530 loss=0.3275 dt_sec=0.75 cum_wall_sec=44.5
21:07:18 | INFO    | src.training.finetune | STEP step=540 loss=0.1271 dt_sec=0.75 cum_wall_sec=45.2
21:07:19 | INFO    | src.training.finetune | STEP step=550 loss=0.0728 dt_sec=0.75 cum_wall_sec=46.0
21:07:20 | INFO    | src.training.finetune | STEP step=560 loss=0.3672 dt_sec=0.75 cum_wall_sec=46.8
21:07:20 | INFO    | src.training.finetune | STEP step=570 loss=0.1962 dt_sec=0.74 cum_wall_sec=47.5
21:07:21 | INFO    | src.training.finetune | STEP step=580 loss=0.2700 dt_sec=0.75 cum_wall_sec=48.2
21:07:22 | INFO    | src.training.finetune | STEP step=590 loss=0.1858 dt_sec=0.75 cum_wall_sec=49.0
21:07:22 | INFO    | src.training.finetune | STEP step=600 loss=0.1842 dt_sec=0.74 cum_wall_sec=49.7
21:07:26 | INFO    | src.training.finetune | STEP step=610 loss=0.0882 dt_sec=3.21 cum_wall_sec=52.9
21:07:26 | INFO    | src.training.finetune | STEP step=620 loss=0.0782 dt_sec=0.75 cum_wall_sec=53.7
21:07:27 | INFO    | src.training.finetune | STEP step=630 loss=0.1388 dt_sec=0.76 cum_wall_sec=54.4
21:07:28 | INFO    | src.training.finetune | STEP step=640 loss=0.0897 dt_sec=0.76 cum_wall_sec=55.2
21:07:29 | INFO    | src.training.finetune | STEP step=650 loss=0.0732 dt_sec=0.76 cum_wall_sec=56.0
21:07:29 | INFO    | src.training.finetune | STEP step=660 loss=0.1512 dt_sec=0.75 cum_wall_sec=56.7
21:07:30 | INFO    | src.training.finetune | STEP step=670 loss=0.0602 dt_sec=0.76 cum_wall_sec=57.5
21:07:31 | INFO    | src.training.finetune | STEP step=680 loss=0.0724 dt_sec=0.74 cum_wall_sec=58.2
21:07:32 | INFO    | src.training.finetune | STEP step=690 loss=0.2118 dt_sec=0.75 cum_wall_sec=59.0
21:07:32 | INFO    | src.training.finetune | STEP step=700 loss=0.1684 dt_sec=0.74 cum_wall_sec=59.7
21:07:33 | INFO    | src.training.finetune | STEP step=710 loss=0.0919 dt_sec=0.76 cum_wall_sec=60.5
21:07:34 | INFO    | src.training.finetune | STEP step=720 loss=0.1205 dt_sec=0.74 cum_wall_sec=61.2
21:07:35 | INFO    | src.training.finetune | STEP step=730 loss=0.0333 dt_sec=0.76 cum_wall_sec=62.0
21:07:35 | INFO    | src.training.finetune | STEP step=740 loss=0.1048 dt_sec=0.75 cum_wall_sec=62.7
21:07:36 | INFO    | src.training.finetune | STEP step=750 loss=0.0882 dt_sec=0.76 cum_wall_sec=63.5
21:07:37 | INFO    | src.training.finetune | STEP step=760 loss=0.0021 dt_sec=0.74 cum_wall_sec=64.2
21:07:38 | INFO    | src.training.finetune | STEP step=770 loss=0.1105 dt_sec=0.75 cum_wall_sec=65.0
21:07:38 | INFO    | src.training.finetune | STEP step=780 loss=0.0036 dt_sec=0.76 cum_wall_sec=65.7
21:07:39 | INFO    | src.training.finetune | STEP step=790 loss=0.0505 dt_sec=0.75 cum_wall_sec=66.5
21:07:40 | INFO    | src.training.finetune | STEP step=800 loss=0.0606 dt_sec=0.75 cum_wall_sec=67.2
21:07:43 | INFO    | src.training.finetune | STEP step=810 loss=0.0128 dt_sec=3.24 cum_wall_sec=70.5
21:07:44 | INFO    | src.training.finetune | STEP step=820 loss=0.1619 dt_sec=0.75 cum_wall_sec=71.2
21:07:45 | INFO    | src.training.finetune | STEP step=830 loss=0.0734 dt_sec=0.76 cum_wall_sec=72.0
21:07:46 | INFO    | src.training.finetune | STEP step=840 loss=0.0049 dt_sec=0.75 cum_wall_sec=72.7
21:07:46 | INFO    | src.training.finetune | STEP step=850 loss=0.0379 dt_sec=0.74 cum_wall_sec=73.5
21:07:47 | INFO    | src.training.finetune | STEP step=860 loss=0.0822 dt_sec=0.75 cum_wall_sec=74.2
21:07:48 | INFO    | src.training.finetune | STEP step=870 loss=0.0484 dt_sec=0.76 cum_wall_sec=75.0
21:07:49 | INFO    | src.training.finetune | STEP step=880 loss=0.1837 dt_sec=0.75 cum_wall_sec=75.8
21:07:49 | INFO    | src.training.finetune | STEP step=890 loss=0.0225 dt_sec=0.75 cum_wall_sec=76.5
21:07:50 | INFO    | src.training.finetune | STEP step=900 loss=0.0069 dt_sec=0.75 cum_wall_sec=77.3
21:07:51 | INFO    | src.training.finetune | STEP step=910 loss=0.0403 dt_sec=0.75 cum_wall_sec=78.0
21:07:52 | INFO    | src.training.finetune | STEP step=920 loss=0.1412 dt_sec=0.75 cum_wall_sec=78.8
21:07:52 | INFO    | src.training.finetune | STEP step=930 loss=0.0224 dt_sec=0.77 cum_wall_sec=79.5
21:07:53 | INFO    | src.training.finetune | STEP step=940 loss=0.0192 dt_sec=0.75 cum_wall_sec=80.3
21:07:54 | INFO    | src.training.finetune | STEP step=950 loss=0.0748 dt_sec=0.75 cum_wall_sec=81.0
21:07:55 | INFO    | src.training.finetune | STEP step=960 loss=0.0274 dt_sec=0.75 cum_wall_sec=81.8
21:07:55 | INFO    | src.training.finetune | STEP step=970 loss=0.0537 dt_sec=0.74 cum_wall_sec=82.5
21:07:56 | INFO    | src.training.finetune | STEP step=980 loss=0.0007 dt_sec=0.77 cum_wall_sec=83.3
21:07:57 | INFO    | src.training.finetune | STEP step=990 loss=0.0333 dt_sec=0.75 cum_wall_sec=84.0
21:07:58 | INFO    | src.training.finetune | STEP step=1000 loss=0.0417 dt_sec=0.75 cum_wall_sec=84.8
21:08:01 | INFO    | src.training.finetune | STEP step=1010 loss=0.0439 dt_sec=3.01 cum_wall_sec=87.8
21:08:01 | INFO    | src.training.finetune | STEP step=1020 loss=0.0172 dt_sec=0.75 cum_wall_sec=88.5
21:08:02 | INFO    | src.training.finetune | STEP step=1030 loss=0.0011 dt_sec=0.76 cum_wall_sec=89.3
21:08:03 | INFO    | src.training.finetune | STEP step=1040 loss=0.0270 dt_sec=0.75 cum_wall_sec=90.0
21:08:04 | INFO    | src.training.finetune | STEP step=1050 loss=0.0000 dt_sec=0.76 cum_wall_sec=90.8
21:08:04 | INFO    | src.training.finetune | STEP step=1060 loss=0.0000 dt_sec=0.76 cum_wall_sec=91.6
21:08:05 | INFO    | src.training.finetune | STEP step=1070 loss=0.0660 dt_sec=0.75 cum_wall_sec=92.3
21:08:06 | INFO    | src.training.finetune | STEP step=1080 loss=0.0378 dt_sec=0.74 cum_wall_sec=93.1
21:08:07 | INFO    | src.training.finetune | STEP step=1090 loss=0.0112 dt_sec=0.75 cum_wall_sec=93.8
21:08:07 | INFO    | src.training.finetune | STEP step=1100 loss=0.0011 dt_sec=0.76 cum_wall_sec=94.6
21:08:08 | INFO    | src.training.finetune | STEP step=1110 loss=0.0051 dt_sec=0.76 cum_wall_sec=95.3
