19:46:24 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=baza
19:46:24 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
19:46:24 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T19:46:24.774610+00:00 n=2000 n_classes=2
19:46:28 | INFO    | src.training.finetune | STEP step=10 loss=4.1336 dt_sec=0.87 cum_wall_sec=0.9
19:46:29 | INFO    | src.training.finetune | STEP step=20 loss=3.5381 dt_sec=0.78 cum_wall_sec=1.7
19:46:30 | INFO    | src.training.finetune | STEP step=30 loss=2.7215 dt_sec=0.80 cum_wall_sec=2.4
19:46:30 | INFO    | src.training.finetune | STEP step=40 loss=1.9349 dt_sec=0.79 cum_wall_sec=3.2
19:46:31 | INFO    | src.training.finetune | STEP step=50 loss=1.6497 dt_sec=0.79 cum_wall_sec=4.0
19:46:32 | INFO    | src.training.finetune | STEP step=60 loss=1.7194 dt_sec=0.78 cum_wall_sec=4.8
19:46:33 | INFO    | src.training.finetune | STEP step=70 loss=1.8632 dt_sec=0.78 cum_wall_sec=5.6
19:46:33 | INFO    | src.training.finetune | STEP step=80 loss=1.4366 dt_sec=0.78 cum_wall_sec=6.4
19:46:34 | INFO    | src.training.finetune | STEP step=90 loss=1.4414 dt_sec=0.79 cum_wall_sec=7.2
19:46:35 | INFO    | src.training.finetune | STEP step=100 loss=1.2750 dt_sec=0.79 cum_wall_sec=7.9
19:46:36 | INFO    | src.training.finetune | STEP step=110 loss=1.2694 dt_sec=0.78 cum_wall_sec=8.7
19:46:37 | INFO    | src.training.finetune | STEP step=120 loss=1.4445 dt_sec=0.78 cum_wall_sec=9.5
19:46:37 | INFO    | src.training.finetune | STEP step=130 loss=1.1920 dt_sec=0.77 cum_wall_sec=10.3
19:46:38 | INFO    | src.training.finetune | STEP step=140 loss=1.6212 dt_sec=0.79 cum_wall_sec=11.1
19:46:39 | INFO    | src.training.finetune | STEP step=150 loss=1.3345 dt_sec=0.78 cum_wall_sec=11.9
19:46:40 | INFO    | src.training.finetune | STEP step=160 loss=1.1971 dt_sec=0.78 cum_wall_sec=12.6
19:46:40 | INFO    | src.training.finetune | STEP step=170 loss=1.0379 dt_sec=0.77 cum_wall_sec=13.4
19:46:41 | INFO    | src.training.finetune | STEP step=180 loss=1.0174 dt_sec=0.78 cum_wall_sec=14.2
19:46:42 | INFO    | src.training.finetune | STEP step=190 loss=1.1024 dt_sec=0.78 cum_wall_sec=15.0
19:46:43 | INFO    | src.training.finetune | STEP step=200 loss=0.9830 dt_sec=0.78 cum_wall_sec=15.7
19:46:46 | INFO    | src.training.finetune | STEP step=210 loss=0.9744 dt_sec=3.61 cum_wall_sec=19.4
19:46:47 | INFO    | src.training.finetune | STEP step=220 loss=0.9149 dt_sec=0.78 cum_wall_sec=20.1
19:46:48 | INFO    | src.training.finetune | STEP step=230 loss=0.9257 dt_sec=0.79 cum_wall_sec=20.9
19:46:49 | INFO    | src.training.finetune | STEP step=240 loss=0.8589 dt_sec=0.78 cum_wall_sec=21.7
19:46:50 | INFO    | src.training.finetune | STEP step=250 loss=0.9076 dt_sec=0.78 cum_wall_sec=22.5
19:46:50 | INFO    | src.training.finetune | STEP step=260 loss=0.8758 dt_sec=0.79 cum_wall_sec=23.3
19:46:51 | INFO    | src.training.finetune | STEP step=270 loss=0.9100 dt_sec=0.77 cum_wall_sec=24.0
19:46:52 | INFO    | src.training.finetune | STEP step=280 loss=0.7886 dt_sec=0.78 cum_wall_sec=24.8
19:46:53 | INFO    | src.training.finetune | STEP step=290 loss=0.9497 dt_sec=0.79 cum_wall_sec=25.6
19:46:53 | INFO    | src.training.finetune | STEP step=300 loss=1.0266 dt_sec=0.78 cum_wall_sec=26.4
19:46:54 | INFO    | src.training.finetune | STEP step=310 loss=0.9408 dt_sec=0.78 cum_wall_sec=27.2
19:46:55 | INFO    | src.training.finetune | STEP step=320 loss=0.9231 dt_sec=0.79 cum_wall_sec=28.0
19:46:56 | INFO    | src.training.finetune | STEP step=330 loss=0.8826 dt_sec=0.78 cum_wall_sec=28.7
19:46:57 | INFO    | src.training.finetune | STEP step=340 loss=0.8211 dt_sec=0.78 cum_wall_sec=29.5
19:46:57 | INFO    | src.training.finetune | STEP step=350 loss=0.7808 dt_sec=0.79 cum_wall_sec=30.3
19:46:58 | INFO    | src.training.finetune | STEP step=360 loss=0.8896 dt_sec=0.78 cum_wall_sec=31.1
19:46:59 | INFO    | src.training.finetune | STEP step=370 loss=0.8013 dt_sec=0.77 cum_wall_sec=31.9
19:47:00 | INFO    | src.training.finetune | STEP step=380 loss=0.8093 dt_sec=0.76 cum_wall_sec=32.6
19:47:01 | INFO    | src.training.finetune | STEP step=390 loss=0.8066 dt_sec=0.78 cum_wall_sec=33.4
19:47:01 | INFO    | src.training.finetune | STEP step=400 loss=0.7998 dt_sec=0.77 cum_wall_sec=34.2
19:47:05 | INFO    | src.training.finetune | STEP step=410 loss=0.7744 dt_sec=3.55 cum_wall_sec=37.7
19:47:06 | INFO    | src.training.finetune | STEP step=420 loss=0.8013 dt_sec=0.78 cum_wall_sec=38.5
19:47:06 | INFO    | src.training.finetune | STEP step=430 loss=0.9335 dt_sec=0.79 cum_wall_sec=39.3
19:47:07 | INFO    | src.training.finetune | STEP step=440 loss=0.8149 dt_sec=0.79 cum_wall_sec=40.1
19:47:08 | INFO    | src.training.finetune | STEP step=450 loss=0.8334 dt_sec=0.78 cum_wall_sec=40.9
19:47:09 | INFO    | src.training.finetune | STEP step=460 loss=0.7738 dt_sec=0.78 cum_wall_sec=41.7
19:47:10 | INFO    | src.training.finetune | STEP step=470 loss=0.8506 dt_sec=0.78 cum_wall_sec=42.4
19:47:10 | INFO    | src.training.finetune | STEP step=480 loss=0.7908 dt_sec=0.78 cum_wall_sec=43.2
19:47:11 | INFO    | src.training.finetune | STEP step=490 loss=0.7397 dt_sec=0.77 cum_wall_sec=44.0
19:47:12 | INFO    | src.training.finetune | STEP step=500 loss=0.7643 dt_sec=0.79 cum_wall_sec=44.8
19:47:13 | INFO    | src.training.finetune | STEP step=510 loss=0.8228 dt_sec=0.77 cum_wall_sec=45.5
