21:47:10 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=baza
21:47:10 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
21:47:10 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T21:47:10.616143+00:00 n=2000 n_classes=2
21:47:13 | INFO    | src.training.finetune | STEP step=10 loss=0.7239 dt_sec=2.16 cum_wall_sec=2.2
21:47:16 | INFO    | src.training.finetune | STEP step=20 loss=0.7229 dt_sec=3.51 cum_wall_sec=5.7
21:47:17 | INFO    | src.training.finetune | STEP step=30 loss=0.7350 dt_sec=0.66 cum_wall_sec=6.3
21:47:19 | INFO    | src.training.finetune | STEP step=40 loss=0.7457 dt_sec=2.05 cum_wall_sec=8.4
21:47:21 | INFO    | src.training.finetune | STEP step=50 loss=0.7267 dt_sec=2.09 cum_wall_sec=10.5
21:47:22 | INFO    | src.training.finetune | STEP step=60 loss=0.7287 dt_sec=0.68 cum_wall_sec=11.2
21:47:22 | INFO    | src.training.finetune | STEP step=70 loss=0.7079 dt_sec=0.65 cum_wall_sec=11.8
21:47:23 | INFO    | src.training.finetune | STEP step=80 loss=0.7248 dt_sec=0.67 cum_wall_sec=12.5
21:47:24 | INFO    | src.training.finetune | STEP step=90 loss=0.7051 dt_sec=0.67 cum_wall_sec=13.1
21:47:24 | INFO    | src.training.finetune | STEP step=100 loss=0.6780 dt_sec=0.67 cum_wall_sec=13.8
21:47:28 | INFO    | src.training.finetune | STEP step=110 loss=0.7024 dt_sec=3.54 cum_wall_sec=17.3
21:47:30 | INFO    | src.training.finetune | STEP step=120 loss=0.6949 dt_sec=2.05 cum_wall_sec=19.4
21:47:31 | INFO    | src.training.finetune | STEP step=130 loss=0.7123 dt_sec=0.67 cum_wall_sec=20.1
21:47:31 | INFO    | src.training.finetune | STEP step=140 loss=0.6742 dt_sec=0.68 cum_wall_sec=20.7
21:47:32 | INFO    | src.training.finetune | STEP step=150 loss=0.6954 dt_sec=0.67 cum_wall_sec=21.4
21:47:33 | INFO    | src.training.finetune | STEP step=160 loss=0.6727 dt_sec=0.67 cum_wall_sec=22.1
21:47:33 | INFO    | src.training.finetune | STEP step=170 loss=0.6445 dt_sec=0.65 cum_wall_sec=22.7
21:47:34 | INFO    | src.training.finetune | STEP step=180 loss=0.6400 dt_sec=0.66 cum_wall_sec=23.4
21:47:35 | INFO    | src.training.finetune | STEP step=190 loss=0.6689 dt_sec=0.66 cum_wall_sec=24.0
21:47:35 | INFO    | src.training.finetune | STEP step=200 loss=0.6172 dt_sec=0.66 cum_wall_sec=24.7
21:47:50 | INFO    | src.training.finetune | STEP step=210 loss=0.6106 dt_sec=14.72 cum_wall_sec=39.4
21:47:51 | INFO    | src.training.finetune | STEP step=220 loss=0.7369 dt_sec=0.65 cum_wall_sec=40.1
21:47:51 | INFO    | src.training.finetune | STEP step=230 loss=0.6645 dt_sec=0.65 cum_wall_sec=40.7
21:47:52 | INFO    | src.training.finetune | STEP step=240 loss=0.7349 dt_sec=0.64 cum_wall_sec=41.4
21:47:53 | INFO    | src.training.finetune | STEP step=250 loss=0.6387 dt_sec=0.64 cum_wall_sec=42.0
