23:44:48 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
23:44:48 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
23:44:48 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T23:44:48.654245+00:00 n=500 n_classes=2
23:44:49 | INFO    | src.training.finetune | STEP step=10 loss=4.6559 dt_sec=0.84 cum_wall_sec=0.8
23:44:50 | INFO    | src.training.finetune | STEP step=20 loss=3.1016 dt_sec=0.78 cum_wall_sec=1.6
23:44:51 | INFO    | src.training.finetune | STEP step=30 loss=2.5744 dt_sec=0.79 cum_wall_sec=2.4
23:44:52 | INFO    | src.training.finetune | STEP step=40 loss=1.9618 dt_sec=0.79 cum_wall_sec=3.2
23:44:53 | INFO    | src.training.finetune | STEP step=50 loss=2.3927 dt_sec=0.77 cum_wall_sec=4.0
23:44:53 | INFO    | src.training.finetune | STEP step=60 loss=2.3006 dt_sec=0.77 cum_wall_sec=4.7
23:44:54 | INFO    | src.training.finetune | STEP step=70 loss=2.6050 dt_sec=0.77 cum_wall_sec=5.5
23:44:55 | INFO    | src.training.finetune | STEP step=80 loss=1.9234 dt_sec=0.78 cum_wall_sec=6.3
23:44:56 | INFO    | src.training.finetune | STEP step=90 loss=1.6029 dt_sec=0.78 cum_wall_sec=7.1
23:44:56 | INFO    | src.training.finetune | STEP step=100 loss=2.2083 dt_sec=0.77 cum_wall_sec=7.8
23:44:57 | INFO    | src.training.finetune | STEP step=110 loss=2.0225 dt_sec=0.78 cum_wall_sec=8.6
23:44:58 | INFO    | src.training.finetune | STEP step=120 loss=1.8854 dt_sec=0.78 cum_wall_sec=9.4
23:44:59 | INFO    | src.training.finetune | STEP step=130 loss=1.5958 dt_sec=0.77 cum_wall_sec=10.2
23:45:00 | INFO    | src.training.finetune | STEP step=140 loss=1.3448 dt_sec=0.77 cum_wall_sec=10.9
23:45:00 | INFO    | src.training.finetune | STEP step=150 loss=1.1433 dt_sec=0.78 cum_wall_sec=11.7
23:45:01 | INFO    | src.training.finetune | STEP step=160 loss=1.0595 dt_sec=0.78 cum_wall_sec=12.5
23:45:02 | INFO    | src.training.finetune | STEP step=170 loss=1.2522 dt_sec=0.78 cum_wall_sec=13.3
23:45:03 | INFO    | src.training.finetune | STEP step=180 loss=1.5002 dt_sec=0.79 cum_wall_sec=14.1
23:45:03 | INFO    | src.training.finetune | STEP step=190 loss=1.2701 dt_sec=0.78 cum_wall_sec=14.8
23:45:04 | INFO    | src.training.finetune | STEP step=200 loss=1.1123 dt_sec=0.77 cum_wall_sec=15.6
23:45:07 | INFO    | src.training.finetune | STEP step=210 loss=1.0287 dt_sec=3.07 cum_wall_sec=18.7
23:45:08 | INFO    | src.training.finetune | STEP step=220 loss=0.8999 dt_sec=0.80 cum_wall_sec=19.5
23:45:09 | INFO    | src.training.finetune | STEP step=230 loss=0.9728 dt_sec=0.79 cum_wall_sec=20.3
23:45:10 | INFO    | src.training.finetune | STEP step=240 loss=0.8979 dt_sec=0.77 cum_wall_sec=21.0
23:45:10 | INFO    | src.training.finetune | STEP step=250 loss=1.3162 dt_sec=0.78 cum_wall_sec=21.8
23:45:11 | INFO    | src.training.finetune | STEP step=260 loss=0.9961 dt_sec=0.78 cum_wall_sec=22.6
23:45:12 | INFO    | src.training.finetune | STEP step=270 loss=0.8286 dt_sec=0.77 cum_wall_sec=23.4
23:45:13 | INFO    | src.training.finetune | STEP step=280 loss=0.8332 dt_sec=0.77 cum_wall_sec=24.1
23:45:14 | INFO    | src.training.finetune | STEP step=290 loss=0.8419 dt_sec=0.77 cum_wall_sec=24.9
23:45:14 | INFO    | src.training.finetune | STEP step=300 loss=0.9527 dt_sec=0.78 cum_wall_sec=25.7
23:45:15 | INFO    | src.training.finetune | STEP step=310 loss=0.8058 dt_sec=0.77 cum_wall_sec=26.5
23:45:16 | INFO    | src.training.finetune | STEP step=320 loss=0.8004 dt_sec=0.85 cum_wall_sec=27.3
23:45:17 | INFO    | src.training.finetune | STEP step=330 loss=0.7973 dt_sec=0.78 cum_wall_sec=28.1
23:45:18 | INFO    | src.training.finetune | STEP step=340 loss=0.8347 dt_sec=0.78 cum_wall_sec=28.9
23:45:18 | INFO    | src.training.finetune | STEP step=350 loss=0.8677 dt_sec=0.78 cum_wall_sec=29.6
23:45:19 | INFO    | src.training.finetune | STEP step=360 loss=0.8471 dt_sec=0.76 cum_wall_sec=30.4
23:45:20 | INFO    | src.training.finetune | STEP step=370 loss=0.8737 dt_sec=0.78 cum_wall_sec=31.2
23:45:21 | INFO    | src.training.finetune | STEP step=380 loss=0.8782 dt_sec=0.79 cum_wall_sec=32.0
23:45:21 | INFO    | src.training.finetune | STEP step=390 loss=0.8078 dt_sec=0.77 cum_wall_sec=32.7
23:45:22 | INFO    | src.training.finetune | STEP step=400 loss=0.7965 dt_sec=0.77 cum_wall_sec=33.5
23:45:25 | INFO    | src.training.finetune | STEP step=410 loss=0.8023 dt_sec=3.09 cum_wall_sec=36.6
23:45:26 | INFO    | src.training.finetune | STEP step=420 loss=0.7909 dt_sec=0.77 cum_wall_sec=37.4
23:45:27 | INFO    | src.training.finetune | STEP step=430 loss=0.7208 dt_sec=0.78 cum_wall_sec=38.2
23:45:28 | INFO    | src.training.finetune | STEP step=440 loss=0.7691 dt_sec=0.77 cum_wall_sec=38.9
23:45:28 | INFO    | src.training.finetune | STEP step=450 loss=0.7126 dt_sec=0.78 cum_wall_sec=39.7
23:45:29 | INFO    | src.training.finetune | STEP step=460 loss=0.7454 dt_sec=0.77 cum_wall_sec=40.5
23:45:30 | INFO    | src.training.finetune | STEP step=470 loss=0.8640 dt_sec=0.77 cum_wall_sec=41.2
23:45:31 | INFO    | src.training.finetune | STEP step=480 loss=0.9590 dt_sec=0.77 cum_wall_sec=42.0
23:45:31 | INFO    | src.training.finetune | STEP step=490 loss=0.7221 dt_sec=0.79 cum_wall_sec=42.8
23:45:32 | INFO    | src.training.finetune | STEP step=500 loss=0.7709 dt_sec=0.78 cum_wall_sec=43.6
23:45:33 | INFO    | src.training.finetune | STEP step=510 loss=0.6925 dt_sec=0.76 cum_wall_sec=44.3
23:45:34 | INFO    | src.training.finetune | STEP step=520 loss=0.7340 dt_sec=0.77 cum_wall_sec=45.1
23:45:35 | INFO    | src.training.finetune | STEP step=530 loss=0.7442 dt_sec=0.78 cum_wall_sec=45.9
23:45:35 | INFO    | src.training.finetune | STEP step=540 loss=0.7815 dt_sec=0.77 cum_wall_sec=46.7
23:45:36 | INFO    | src.training.finetune | STEP step=550 loss=0.7767 dt_sec=0.79 cum_wall_sec=47.4
23:45:37 | INFO    | src.training.finetune | STEP step=560 loss=0.7526 dt_sec=0.77 cum_wall_sec=48.2
23:45:38 | INFO    | src.training.finetune | STEP step=570 loss=0.7448 dt_sec=0.77 cum_wall_sec=49.0
