02:39:23 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
02:39:23 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
02:39:23 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T02:39:23.932519+00:00 n=500 n_classes=2
02:39:25 | INFO    | src.training.finetune | STEP step=10 loss=0.6892 dt_sec=0.76 cum_wall_sec=0.8
02:39:27 | INFO    | src.training.finetune | STEP step=20 loss=0.6949 dt_sec=2.40 cum_wall_sec=3.2
02:39:28 | INFO    | src.training.finetune | STEP step=30 loss=0.6913 dt_sec=0.68 cum_wall_sec=3.8
02:39:28 | INFO    | src.training.finetune | STEP step=40 loss=0.6914 dt_sec=0.68 cum_wall_sec=4.5
02:39:29 | INFO    | src.training.finetune | STEP step=50 loss=0.6939 dt_sec=0.66 cum_wall_sec=5.2
02:39:30 | INFO    | src.training.finetune | STEP step=60 loss=0.6944 dt_sec=0.67 cum_wall_sec=5.8
02:39:30 | INFO    | src.training.finetune | STEP step=70 loss=0.6951 dt_sec=0.67 cum_wall_sec=6.5
02:39:31 | INFO    | src.training.finetune | STEP step=80 loss=0.6898 dt_sec=0.67 cum_wall_sec=7.2
02:39:32 | INFO    | src.training.finetune | STEP step=90 loss=0.6924 dt_sec=0.67 cum_wall_sec=7.9
02:39:32 | INFO    | src.training.finetune | STEP step=100 loss=0.6949 dt_sec=0.67 cum_wall_sec=8.5
02:39:33 | INFO    | src.training.finetune | STEP step=110 loss=0.6868 dt_sec=0.67 cum_wall_sec=9.2
02:39:35 | INFO    | src.training.finetune | STEP step=120 loss=0.6698 dt_sec=2.37 cum_wall_sec=11.6
02:39:36 | INFO    | src.training.finetune | STEP step=130 loss=0.6752 dt_sec=0.66 cum_wall_sec=12.2
02:39:37 | INFO    | src.training.finetune | STEP step=140 loss=0.6663 dt_sec=0.66 cum_wall_sec=12.9
02:39:37 | INFO    | src.training.finetune | STEP step=150 loss=0.6764 dt_sec=0.68 cum_wall_sec=13.6
02:39:38 | INFO    | src.training.finetune | STEP step=160 loss=0.6484 dt_sec=0.67 cum_wall_sec=14.2
02:39:39 | INFO    | src.training.finetune | STEP step=170 loss=0.6579 dt_sec=0.67 cum_wall_sec=14.9
02:39:41 | INFO    | src.training.finetune | STEP step=180 loss=0.6624 dt_sec=2.12 cum_wall_sec=17.0
02:39:42 | INFO    | src.training.finetune | STEP step=190 loss=0.6519 dt_sec=0.68 cum_wall_sec=17.7
02:39:42 | INFO    | src.training.finetune | STEP step=200 loss=0.6217 dt_sec=0.67 cum_wall_sec=18.4
02:39:45 | INFO    | src.training.finetune | STEP step=210 loss=0.6076 dt_sec=2.50 cum_wall_sec=20.9
02:39:45 | INFO    | src.training.finetune | STEP step=220 loss=0.5274 dt_sec=0.67 cum_wall_sec=21.6
02:39:46 | INFO    | src.training.finetune | STEP step=230 loss=0.4448 dt_sec=0.68 cum_wall_sec=22.2
02:39:47 | INFO    | src.training.finetune | STEP step=240 loss=0.4700 dt_sec=0.67 cum_wall_sec=22.9
02:39:47 | INFO    | src.training.finetune | STEP step=250 loss=0.4111 dt_sec=0.68 cum_wall_sec=23.6
02:39:50 | INFO    | src.training.finetune | STEP step=260 loss=0.4440 dt_sec=2.39 cum_wall_sec=26.0
02:39:50 | INFO    | src.training.finetune | STEP step=270 loss=0.5186 dt_sec=0.67 cum_wall_sec=26.6
