01:34:49 | INFO    | src.training.finetune |   [AZ mərhələsi] 10000 nümunə | 2 sinif | init=baza
01:34:49 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
01:34:49 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T01:34:49.375025+00:00 n=10000 n_classes=2
01:34:51 | INFO    | src.training.finetune | STEP step=10 loss=4.5389 dt_sec=0.84 cum_wall_sec=0.8
01:34:51 | INFO    | src.training.finetune | STEP step=20 loss=2.8959 dt_sec=0.78 cum_wall_sec=1.6
01:34:52 | INFO    | src.training.finetune | STEP step=30 loss=3.4793 dt_sec=0.78 cum_wall_sec=2.4
01:34:53 | INFO    | src.training.finetune | STEP step=40 loss=2.3102 dt_sec=0.77 cum_wall_sec=3.2
01:34:54 | INFO    | src.training.finetune | STEP step=50 loss=2.3315 dt_sec=0.77 cum_wall_sec=4.0
01:34:54 | INFO    | src.training.finetune | STEP step=60 loss=2.1616 dt_sec=0.78 cum_wall_sec=4.7
01:34:55 | INFO    | src.training.finetune | STEP step=70 loss=1.9772 dt_sec=0.78 cum_wall_sec=5.5
01:34:56 | INFO    | src.training.finetune | STEP step=80 loss=1.7008 dt_sec=0.80 cum_wall_sec=6.3
01:34:57 | INFO    | src.training.finetune | STEP step=90 loss=1.8093 dt_sec=0.78 cum_wall_sec=7.1
01:34:58 | INFO    | src.training.finetune | STEP step=100 loss=1.5201 dt_sec=0.78 cum_wall_sec=7.9
01:34:58 | INFO    | src.training.finetune | STEP step=110 loss=2.1779 dt_sec=0.78 cum_wall_sec=8.7
01:34:59 | INFO    | src.training.finetune | STEP step=120 loss=1.7703 dt_sec=0.77 cum_wall_sec=9.4
01:35:00 | INFO    | src.training.finetune | STEP step=130 loss=1.8385 dt_sec=0.78 cum_wall_sec=10.2
01:35:01 | INFO    | src.training.finetune | STEP step=140 loss=1.6559 dt_sec=0.78 cum_wall_sec=11.0
01:35:01 | INFO    | src.training.finetune | STEP step=150 loss=1.6663 dt_sec=0.79 cum_wall_sec=11.8
01:35:02 | INFO    | src.training.finetune | STEP step=160 loss=1.3612 dt_sec=0.78 cum_wall_sec=12.6
01:35:03 | INFO    | src.training.finetune | STEP step=170 loss=1.3288 dt_sec=0.78 cum_wall_sec=13.3
01:35:04 | INFO    | src.training.finetune | STEP step=180 loss=1.6858 dt_sec=0.78 cum_wall_sec=14.1
01:35:05 | INFO    | src.training.finetune | STEP step=190 loss=1.3031 dt_sec=0.77 cum_wall_sec=14.9
01:35:05 | INFO    | src.training.finetune | STEP step=200 loss=1.1311 dt_sec=0.79 cum_wall_sec=15.7
01:35:08 | INFO    | src.training.finetune | STEP step=210 loss=1.0095 dt_sec=3.06 cum_wall_sec=18.7
01:35:09 | INFO    | src.training.finetune | STEP step=220 loss=1.1099 dt_sec=0.78 cum_wall_sec=19.5
01:35:10 | INFO    | src.training.finetune | STEP step=230 loss=0.9955 dt_sec=0.76 cum_wall_sec=20.3
01:35:11 | INFO    | src.training.finetune | STEP step=240 loss=0.9101 dt_sec=0.78 cum_wall_sec=21.0
01:35:11 | INFO    | src.training.finetune | STEP step=250 loss=0.9063 dt_sec=0.76 cum_wall_sec=21.8
01:35:12 | INFO    | src.training.finetune | STEP step=260 loss=0.8515 dt_sec=0.77 cum_wall_sec=22.6
01:35:13 | INFO    | src.training.finetune | STEP step=270 loss=0.8892 dt_sec=0.78 cum_wall_sec=23.4
01:35:14 | INFO    | src.training.finetune | STEP step=280 loss=0.8992 dt_sec=0.78 cum_wall_sec=24.1
01:35:15 | INFO    | src.training.finetune | STEP step=290 loss=0.8292 dt_sec=0.77 cum_wall_sec=24.9
01:35:15 | INFO    | src.training.finetune | STEP step=300 loss=0.8381 dt_sec=0.78 cum_wall_sec=25.7
01:35:16 | INFO    | src.training.finetune | STEP step=310 loss=0.8029 dt_sec=0.79 cum_wall_sec=26.5
01:35:17 | INFO    | src.training.finetune | STEP step=320 loss=0.8810 dt_sec=0.77 cum_wall_sec=27.2
01:35:18 | INFO    | src.training.finetune | STEP step=330 loss=0.8086 dt_sec=0.81 cum_wall_sec=28.1
01:35:19 | INFO    | src.training.finetune | STEP step=340 loss=0.8555 dt_sec=0.79 cum_wall_sec=28.8
01:35:19 | INFO    | src.training.finetune | STEP step=350 loss=0.7954 dt_sec=0.78 cum_wall_sec=29.6
01:35:20 | INFO    | src.training.finetune | STEP step=360 loss=0.8802 dt_sec=0.77 cum_wall_sec=30.4
01:35:21 | INFO    | src.training.finetune | STEP step=370 loss=0.8413 dt_sec=0.77 cum_wall_sec=31.2
01:35:22 | INFO    | src.training.finetune | STEP step=380 loss=0.7904 dt_sec=0.77 cum_wall_sec=31.9
01:35:22 | INFO    | src.training.finetune | STEP step=390 loss=0.8504 dt_sec=0.76 cum_wall_sec=32.7
01:35:23 | INFO    | src.training.finetune | STEP step=400 loss=0.8584 dt_sec=0.76 cum_wall_sec=33.5
01:35:26 | INFO    | src.training.finetune | STEP step=410 loss=0.8378 dt_sec=3.20 cum_wall_sec=36.6
01:35:27 | INFO    | src.training.finetune | STEP step=420 loss=0.7929 dt_sec=0.77 cum_wall_sec=37.4
01:35:28 | INFO    | src.training.finetune | STEP step=430 loss=0.7493 dt_sec=0.79 cum_wall_sec=38.2
01:35:29 | INFO    | src.training.finetune | STEP step=440 loss=0.7945 dt_sec=0.78 cum_wall_sec=39.0
01:35:29 | INFO    | src.training.finetune | STEP step=450 loss=0.7488 dt_sec=0.77 cum_wall_sec=39.8
01:35:30 | INFO    | src.training.finetune | STEP step=460 loss=0.8519 dt_sec=0.76 cum_wall_sec=40.5
01:35:31 | INFO    | src.training.finetune | STEP step=470 loss=0.8226 dt_sec=0.78 cum_wall_sec=41.3
01:35:32 | INFO    | src.training.finetune | STEP step=480 loss=0.8142 dt_sec=0.77 cum_wall_sec=42.1
01:35:33 | INFO    | src.training.finetune | STEP step=490 loss=0.7687 dt_sec=0.77 cum_wall_sec=42.8
01:35:33 | INFO    | src.training.finetune | STEP step=500 loss=0.7442 dt_sec=0.76 cum_wall_sec=43.6
01:35:34 | INFO    | src.training.finetune | STEP step=510 loss=0.8008 dt_sec=0.78 cum_wall_sec=44.4
01:35:35 | INFO    | src.training.finetune | STEP step=520 loss=0.7515 dt_sec=0.77 cum_wall_sec=45.2
01:35:36 | INFO    | src.training.finetune | STEP step=530 loss=0.7412 dt_sec=0.77 cum_wall_sec=45.9
01:35:36 | INFO    | src.training.finetune | STEP step=540 loss=0.7751 dt_sec=0.78 cum_wall_sec=46.7
01:35:37 | INFO    | src.training.finetune | STEP step=550 loss=0.7463 dt_sec=0.77 cum_wall_sec=47.5
01:35:38 | INFO    | src.training.finetune | STEP step=560 loss=0.7423 dt_sec=0.77 cum_wall_sec=48.2
01:35:39 | INFO    | src.training.finetune | STEP step=570 loss=0.7572 dt_sec=0.77 cum_wall_sec=49.0
01:35:39 | INFO    | src.training.finetune | STEP step=580 loss=0.7871 dt_sec=0.77 cum_wall_sec=49.8
01:35:40 | INFO    | src.training.finetune | STEP step=590 loss=0.7539 dt_sec=0.78 cum_wall_sec=50.6
01:35:41 | INFO    | src.training.finetune | STEP step=600 loss=0.7155 dt_sec=0.78 cum_wall_sec=51.3
01:35:44 | INFO    | src.training.finetune | STEP step=610 loss=0.7622 dt_sec=3.25 cum_wall_sec=54.6
01:35:45 | INFO    | src.training.finetune | STEP step=620 loss=0.7587 dt_sec=0.79 cum_wall_sec=55.4
01:35:46 | INFO    | src.training.finetune | STEP step=630 loss=0.8347 dt_sec=0.77 cum_wall_sec=56.2
01:35:47 | INFO    | src.training.finetune | STEP step=640 loss=0.8210 dt_sec=0.79 cum_wall_sec=56.9
01:35:47 | INFO    | src.training.finetune | STEP step=650 loss=0.7569 dt_sec=0.79 cum_wall_sec=57.7
01:35:48 | INFO    | src.training.finetune | STEP step=660 loss=0.7439 dt_sec=0.77 cum_wall_sec=58.5
01:35:49 | INFO    | src.training.finetune | STEP step=670 loss=0.7439 dt_sec=0.76 cum_wall_sec=59.3
01:35:50 | INFO    | src.training.finetune | STEP step=680 loss=0.7334 dt_sec=0.77 cum_wall_sec=60.0
01:35:50 | INFO    | src.training.finetune | STEP step=690 loss=0.7502 dt_sec=0.77 cum_wall_sec=60.8
01:35:51 | INFO    | src.training.finetune | STEP step=700 loss=0.7433 dt_sec=0.77 cum_wall_sec=61.6
01:35:52 | INFO    | src.training.finetune | STEP step=710 loss=0.7513 dt_sec=0.78 cum_wall_sec=62.4
01:35:53 | INFO    | src.training.finetune | STEP step=720 loss=0.7558 dt_sec=0.78 cum_wall_sec=63.1
01:35:54 | INFO    | src.training.finetune | STEP step=730 loss=0.7253 dt_sec=0.77 cum_wall_sec=63.9
01:35:54 | INFO    | src.training.finetune | STEP step=740 loss=0.7225 dt_sec=0.79 cum_wall_sec=64.7
01:35:55 | INFO    | src.training.finetune | STEP step=750 loss=0.8054 dt_sec=0.79 cum_wall_sec=65.5
01:35:56 | INFO    | src.training.finetune | STEP step=760 loss=0.7871 dt_sec=0.79 cum_wall_sec=66.3
01:35:57 | INFO    | src.training.finetune | STEP step=770 loss=0.7472 dt_sec=0.78 cum_wall_sec=67.1
01:35:58 | INFO    | src.training.finetune | STEP step=780 loss=0.7446 dt_sec=0.77 cum_wall_sec=67.8
01:35:58 | INFO    | src.training.finetune | STEP step=790 loss=0.7084 dt_sec=0.78 cum_wall_sec=68.6
01:35:59 | INFO    | src.training.finetune | STEP step=800 loss=0.7265 dt_sec=0.78 cum_wall_sec=69.4
01:36:02 | INFO    | src.training.finetune | STEP step=810 loss=0.7402 dt_sec=3.18 cum_wall_sec=72.6
01:36:03 | INFO    | src.training.finetune | STEP step=820 loss=0.7474 dt_sec=0.80 cum_wall_sec=73.4
01:36:04 | INFO    | src.training.finetune | STEP step=830 loss=0.7279 dt_sec=0.78 cum_wall_sec=74.1
01:36:05 | INFO    | src.training.finetune | STEP step=840 loss=0.7208 dt_sec=0.77 cum_wall_sec=74.9
01:36:05 | INFO    | src.training.finetune | STEP step=850 loss=0.7151 dt_sec=0.78 cum_wall_sec=75.7
01:36:06 | INFO    | src.training.finetune | STEP step=860 loss=0.7205 dt_sec=0.78 cum_wall_sec=76.5
01:36:07 | INFO    | src.training.finetune | STEP step=870 loss=0.7367 dt_sec=0.77 cum_wall_sec=77.3
01:36:08 | INFO    | src.training.finetune | STEP step=880 loss=0.7638 dt_sec=0.78 cum_wall_sec=78.0
01:36:08 | INFO    | src.training.finetune | STEP step=890 loss=0.7292 dt_sec=0.78 cum_wall_sec=78.8
01:36:09 | INFO    | src.training.finetune | STEP step=900 loss=0.7333 dt_sec=0.77 cum_wall_sec=79.6
01:36:10 | INFO    | src.training.finetune | STEP step=910 loss=0.7144 dt_sec=0.77 cum_wall_sec=80.4
01:36:11 | INFO    | src.training.finetune | STEP step=920 loss=0.7378 dt_sec=0.78 cum_wall_sec=81.1
01:36:12 | INFO    | src.training.finetune | STEP step=930 loss=0.7316 dt_sec=0.77 cum_wall_sec=81.9
01:36:12 | INFO    | src.training.finetune | STEP step=940 loss=0.7065 dt_sec=0.77 cum_wall_sec=82.7
01:36:13 | INFO    | src.training.finetune | STEP step=950 loss=0.7096 dt_sec=0.77 cum_wall_sec=83.4
01:36:14 | INFO    | src.training.finetune | STEP step=960 loss=0.7163 dt_sec=0.78 cum_wall_sec=84.2
01:36:15 | INFO    | src.training.finetune | STEP step=970 loss=0.7149 dt_sec=0.77 cum_wall_sec=85.0
01:36:15 | INFO    | src.training.finetune | STEP step=980 loss=0.7257 dt_sec=0.77 cum_wall_sec=85.8
01:36:16 | INFO    | src.training.finetune | STEP step=990 loss=0.7476 dt_sec=0.77 cum_wall_sec=86.5
01:36:17 | INFO    | src.training.finetune | STEP step=1000 loss=0.7011 dt_sec=0.78 cum_wall_sec=87.3
