22:33:29 | INFO    | src.training.finetune | STAGE=turkish_intermediate cache_hit=true ts=2026-09-08T22:33:29.775782+00:00 path=artifacts/tr_stage_cache/base=xlmr__tok=original__tr=real__seed=13__c2145edc9d488ffe
22:33:29 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=TR checkpoint
22:33:29 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
22:33:29 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T22:33:29.901401+00:00 n=2000 n_classes=2
22:33:31 | INFO    | src.training.finetune | STEP step=10 loss=0.7221 dt_sec=0.70 cum_wall_sec=0.7
22:33:31 | INFO    | src.training.finetune | STEP step=20 loss=0.7094 dt_sec=0.69 cum_wall_sec=1.4
22:33:32 | INFO    | src.training.finetune | STEP step=30 loss=0.6832 dt_sec=0.65 cum_wall_sec=2.0
22:33:33 | INFO    | src.training.finetune | STEP step=40 loss=0.6657 dt_sec=0.65 cum_wall_sec=2.7
22:33:33 | INFO    | src.training.finetune | STEP step=50 loss=0.6114 dt_sec=0.65 cum_wall_sec=3.3
22:33:34 | INFO    | src.training.finetune | STEP step=60 loss=0.5791 dt_sec=0.65 cum_wall_sec=4.0
22:33:35 | INFO    | src.training.finetune | STEP step=70 loss=0.5612 dt_sec=0.65 cum_wall_sec=4.6
22:33:35 | INFO    | src.training.finetune | STEP step=80 loss=0.4928 dt_sec=0.65 cum_wall_sec=5.3
22:33:36 | INFO    | src.training.finetune | STEP step=90 loss=0.5330 dt_sec=0.65 cum_wall_sec=5.9
22:33:37 | INFO    | src.training.finetune | STEP step=100 loss=0.4989 dt_sec=0.65 cum_wall_sec=6.6
22:33:37 | INFO    | src.training.finetune | STEP step=110 loss=0.4547 dt_sec=0.65 cum_wall_sec=7.2
22:33:38 | INFO    | src.training.finetune | STEP step=120 loss=0.4633 dt_sec=0.65 cum_wall_sec=7.9
22:33:39 | INFO    | src.training.finetune | STEP step=130 loss=0.4619 dt_sec=0.65 cum_wall_sec=8.5
22:33:39 | INFO    | src.training.finetune | STEP step=140 loss=0.4331 dt_sec=0.65 cum_wall_sec=9.2
22:33:40 | INFO    | src.training.finetune | STEP step=150 loss=0.4669 dt_sec=0.65 cum_wall_sec=9.8
22:33:41 | INFO    | src.training.finetune | STEP step=160 loss=0.4240 dt_sec=0.66 cum_wall_sec=10.5
22:33:41 | INFO    | src.training.finetune | STEP step=170 loss=0.3604 dt_sec=0.64 cum_wall_sec=11.1
22:33:42 | INFO    | src.training.finetune | STEP step=180 loss=0.4564 dt_sec=0.65 cum_wall_sec=11.8
22:33:42 | INFO    | src.training.finetune | STEP step=190 loss=0.4370 dt_sec=0.65 cum_wall_sec=12.4
22:33:43 | INFO    | src.training.finetune | STEP step=200 loss=0.3549 dt_sec=0.66 cum_wall_sec=13.1
22:33:46 | INFO    | src.training.finetune | STEP step=210 loss=0.3217 dt_sec=2.98 cum_wall_sec=16.1
22:33:47 | INFO    | src.training.finetune | STEP step=220 loss=0.3917 dt_sec=0.65 cum_wall_sec=16.7
22:33:47 | INFO    | src.training.finetune | STEP step=230 loss=0.3596 dt_sec=0.65 cum_wall_sec=17.4
22:33:48 | INFO    | src.training.finetune | STEP step=240 loss=0.3523 dt_sec=0.66 cum_wall_sec=18.0
22:33:49 | INFO    | src.training.finetune | STEP step=250 loss=0.3482 dt_sec=0.66 cum_wall_sec=18.7
22:33:49 | INFO    | src.training.finetune | STEP step=260 loss=0.3006 dt_sec=0.64 cum_wall_sec=19.3
22:33:50 | INFO    | src.training.finetune | STEP step=270 loss=0.2862 dt_sec=0.65 cum_wall_sec=20.0
22:33:51 | INFO    | src.training.finetune | STEP step=280 loss=0.2720 dt_sec=0.65 cum_wall_sec=20.6
22:33:51 | INFO    | src.training.finetune | STEP step=290 loss=0.2518 dt_sec=0.65 cum_wall_sec=21.3
22:33:52 | INFO    | src.training.finetune | STEP step=300 loss=0.2932 dt_sec=0.64 cum_wall_sec=21.9
22:33:53 | INFO    | src.training.finetune | STEP step=310 loss=0.2913 dt_sec=0.66 cum_wall_sec=22.6
22:33:53 | INFO    | src.training.finetune | STEP step=320 loss=0.2712 dt_sec=0.66 cum_wall_sec=23.2
22:33:54 | INFO    | src.training.finetune | STEP step=330 loss=0.2698 dt_sec=0.66 cum_wall_sec=23.9
22:33:55 | INFO    | src.training.finetune | STEP step=340 loss=0.2257 dt_sec=0.66 cum_wall_sec=24.6
22:33:55 | INFO    | src.training.finetune | STEP step=350 loss=0.2153 dt_sec=0.88 cum_wall_sec=25.5
22:33:56 | INFO    | src.training.finetune | STEP step=360 loss=0.2392 dt_sec=0.68 cum_wall_sec=26.1
22:33:57 | INFO    | src.training.finetune | STEP step=370 loss=0.2626 dt_sec=0.68 cum_wall_sec=26.8
22:33:58 | INFO    | src.training.finetune | STEP step=380 loss=0.2546 dt_sec=0.67 cum_wall_sec=27.5
22:33:58 | INFO    | src.training.finetune | STEP step=390 loss=0.1756 dt_sec=0.69 cum_wall_sec=28.2
22:33:59 | INFO    | src.training.finetune | STEP step=400 loss=0.1302 dt_sec=0.70 cum_wall_sec=28.9
22:34:02 | INFO    | src.training.finetune | STEP step=410 loss=0.1656 dt_sec=3.23 cum_wall_sec=32.1
22:34:03 | INFO    | src.training.finetune | STEP step=420 loss=0.1393 dt_sec=0.68 cum_wall_sec=32.8
22:34:03 | INFO    | src.training.finetune | STEP step=430 loss=0.1681 dt_sec=0.68 cum_wall_sec=33.5
22:34:04 | INFO    | src.training.finetune | STEP step=440 loss=0.1678 dt_sec=0.68 cum_wall_sec=34.1
22:34:05 | INFO    | src.training.finetune | STEP step=450 loss=0.1438 dt_sec=0.69 cum_wall_sec=34.8
22:34:06 | INFO    | src.training.finetune | STEP step=460 loss=0.1569 dt_sec=0.68 cum_wall_sec=35.5
22:34:06 | INFO    | src.training.finetune | STEP step=470 loss=0.1720 dt_sec=0.69 cum_wall_sec=36.2
22:34:07 | INFO    | src.training.finetune | STEP step=480 loss=0.1501 dt_sec=0.68 cum_wall_sec=36.9
22:34:08 | INFO    | src.training.finetune | STEP step=490 loss=0.1455 dt_sec=0.68 cum_wall_sec=37.6
22:34:08 | INFO    | src.training.finetune | STEP step=500 loss=0.1699 dt_sec=0.67 cum_wall_sec=38.2
22:34:09 | INFO    | src.training.finetune | STEP step=510 loss=0.1118 dt_sec=0.67 cum_wall_sec=38.9
22:34:10 | INFO    | src.training.finetune | STEP step=520 loss=0.0634 dt_sec=0.68 cum_wall_sec=39.6
22:34:10 | INFO    | src.training.finetune | STEP step=530 loss=0.0854 dt_sec=0.68 cum_wall_sec=40.3
22:34:11 | INFO    | src.training.finetune | STEP step=540 loss=0.1392 dt_sec=0.68 cum_wall_sec=40.9
22:34:12 | INFO    | src.training.finetune | STEP step=550 loss=0.1387 dt_sec=0.69 cum_wall_sec=41.6
22:34:12 | INFO    | src.training.finetune | STEP step=560 loss=0.1751 dt_sec=0.67 cum_wall_sec=42.3
22:34:13 | INFO    | src.training.finetune | STEP step=570 loss=0.1505 dt_sec=0.68 cum_wall_sec=43.0
22:34:14 | INFO    | src.training.finetune | STEP step=580 loss=0.1351 dt_sec=0.68 cum_wall_sec=43.7
22:34:14 | INFO    | src.training.finetune | STEP step=590 loss=0.0672 dt_sec=0.68 cum_wall_sec=44.3
22:34:15 | INFO    | src.training.finetune | STEP step=600 loss=0.0801 dt_sec=0.68 cum_wall_sec=45.0
22:34:18 | INFO    | src.training.finetune | STEP step=610 loss=0.1509 dt_sec=2.98 cum_wall_sec=48.0
22:34:19 | INFO    | src.training.finetune | STEP step=620 loss=0.1370 dt_sec=0.69 cum_wall_sec=48.7
22:34:19 | INFO    | src.training.finetune | STEP step=630 loss=0.1230 dt_sec=0.67 cum_wall_sec=49.4
22:34:20 | INFO    | src.training.finetune | STEP step=640 loss=0.0456 dt_sec=0.68 cum_wall_sec=50.0
22:34:21 | INFO    | src.training.finetune | STEP step=650 loss=0.0946 dt_sec=0.89 cum_wall_sec=50.9
22:34:22 | INFO    | src.training.finetune | STEP step=660 loss=0.0935 dt_sec=0.68 cum_wall_sec=51.6
22:34:22 | INFO    | src.training.finetune | STEP step=670 loss=0.0623 dt_sec=0.69 cum_wall_sec=52.3
22:34:23 | INFO    | src.training.finetune | STEP step=680 loss=0.0889 dt_sec=0.67 cum_wall_sec=53.0
22:34:24 | INFO    | src.training.finetune | STEP step=690 loss=0.1238 dt_sec=0.67 cum_wall_sec=53.6
22:34:24 | INFO    | src.training.finetune | STEP step=700 loss=0.1499 dt_sec=0.67 cum_wall_sec=54.3
