02:23:44 | INFO    | src.training.finetune |   [AZ mərhələsi] 500 nümunə | 2 sinif | init=baza
02:23:44 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
02:23:44 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-09T02:23:44.344446+00:00 n=500 n_classes=2
02:23:45 | INFO    | src.training.finetune | STEP step=10 loss=0.6975 dt_sec=0.75 cum_wall_sec=0.8
02:23:46 | INFO    | src.training.finetune | STEP step=20 loss=0.6970 dt_sec=0.71 cum_wall_sec=1.5
02:23:47 | INFO    | src.training.finetune | STEP step=30 loss=0.6947 dt_sec=0.72 cum_wall_sec=2.2
02:23:49 | INFO    | src.training.finetune | STEP step=40 loss=0.6964 dt_sec=2.13 cum_wall_sec=4.3
02:23:49 | INFO    | src.training.finetune | STEP step=50 loss=0.6941 dt_sec=0.69 cum_wall_sec=5.0
02:23:50 | INFO    | src.training.finetune | STEP step=60 loss=0.6883 dt_sec=0.70 cum_wall_sec=5.7
02:23:51 | INFO    | src.training.finetune | STEP step=70 loss=0.6910 dt_sec=0.70 cum_wall_sec=6.4
02:23:52 | INFO    | src.training.finetune | STEP step=80 loss=0.6940 dt_sec=0.70 cum_wall_sec=7.1
02:23:52 | INFO    | src.training.finetune | STEP step=90 loss=0.6858 dt_sec=0.70 cum_wall_sec=7.8
02:23:53 | INFO    | src.training.finetune | STEP step=100 loss=0.6666 dt_sec=0.70 cum_wall_sec=8.5
02:23:54 | INFO    | src.training.finetune | STEP step=110 loss=0.6225 dt_sec=0.71 cum_wall_sec=9.2
02:23:56 | INFO    | src.training.finetune | STEP step=120 loss=0.5492 dt_sec=2.09 cum_wall_sec=11.3
02:23:58 | INFO    | src.training.finetune | STEP step=130 loss=0.5777 dt_sec=2.08 cum_wall_sec=13.4
02:23:58 | INFO    | src.training.finetune | STEP step=140 loss=0.4473 dt_sec=0.66 cum_wall_sec=14.0
02:24:01 | INFO    | src.training.finetune | STEP step=150 loss=0.3828 dt_sec=2.08 cum_wall_sec=16.1
02:24:01 | INFO    | src.training.finetune | STEP step=160 loss=0.3532 dt_sec=0.65 cum_wall_sec=16.8
02:24:02 | INFO    | src.training.finetune | STEP step=170 loss=0.3022 dt_sec=0.65 cum_wall_sec=17.4
02:24:04 | INFO    | src.training.finetune | STEP step=180 loss=0.2858 dt_sec=2.10 cum_wall_sec=19.5
