22:57:52 | INFO    | src.training.finetune | STAGE=turkish_intermediate cache_hit=true ts=2026-09-08T22:57:52.680407+00:00 path=artifacts/tr_stage_cache/base=xlmr__tok=original__tr=scrambled__seed=1337__14ca5b65e54bb0aa
22:57:52 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=TR checkpoint
22:57:52 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
22:57:52 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T22:57:52.810132+00:00 n=2000 n_classes=2
22:57:54 | INFO    | src.training.finetune | STEP step=10 loss=0.7027 dt_sec=0.74 cum_wall_sec=0.7
22:57:54 | INFO    | src.training.finetune | STEP step=20 loss=0.7071 dt_sec=0.68 cum_wall_sec=1.4
22:57:55 | INFO    | src.training.finetune | STEP step=30 loss=0.6774 dt_sec=0.68 cum_wall_sec=2.1
22:57:56 | INFO    | src.training.finetune | STEP step=40 loss=0.6549 dt_sec=0.69 cum_wall_sec=2.8
22:57:56 | INFO    | src.training.finetune | STEP step=50 loss=0.5922 dt_sec=0.68 cum_wall_sec=3.5
22:57:57 | INFO    | src.training.finetune | STEP step=60 loss=0.5736 dt_sec=0.67 cum_wall_sec=4.1
22:57:58 | INFO    | src.training.finetune | STEP step=70 loss=0.5292 dt_sec=0.67 cum_wall_sec=4.8
22:57:58 | INFO    | src.training.finetune | STEP step=80 loss=0.5162 dt_sec=0.68 cum_wall_sec=5.5
22:57:59 | INFO    | src.training.finetune | STEP step=90 loss=0.4922 dt_sec=0.68 cum_wall_sec=6.2
22:58:00 | INFO    | src.training.finetune | STEP step=100 loss=0.5145 dt_sec=0.68 cum_wall_sec=6.9
22:58:00 | INFO    | src.training.finetune | STEP step=110 loss=0.4822 dt_sec=0.68 cum_wall_sec=7.5
22:58:01 | INFO    | src.training.finetune | STEP step=120 loss=0.4559 dt_sec=0.68 cum_wall_sec=8.2
22:58:02 | INFO    | src.training.finetune | STEP step=130 loss=0.5244 dt_sec=0.67 cum_wall_sec=8.9
22:58:02 | INFO    | src.training.finetune | STEP step=140 loss=0.4940 dt_sec=0.67 cum_wall_sec=9.5
22:58:03 | INFO    | src.training.finetune | STEP step=150 loss=0.4917 dt_sec=0.67 cum_wall_sec=10.2
22:58:04 | INFO    | src.training.finetune | STEP step=160 loss=0.4046 dt_sec=0.68 cum_wall_sec=10.9
22:58:04 | INFO    | src.training.finetune | STEP step=170 loss=0.4339 dt_sec=0.67 cum_wall_sec=11.6
22:58:05 | INFO    | src.training.finetune | STEP step=180 loss=0.4292 dt_sec=0.68 cum_wall_sec=12.2
22:58:06 | INFO    | src.training.finetune | STEP step=190 loss=0.4083 dt_sec=0.67 cum_wall_sec=12.9
22:58:07 | INFO    | src.training.finetune | STEP step=200 loss=0.4313 dt_sec=0.68 cum_wall_sec=13.6
22:58:10 | INFO    | src.training.finetune | STEP step=210 loss=0.4026 dt_sec=3.00 cum_wall_sec=16.6
22:58:10 | INFO    | src.training.finetune | STEP step=220 loss=0.3849 dt_sec=0.66 cum_wall_sec=17.2
22:58:11 | INFO    | src.training.finetune | STEP step=230 loss=0.3429 dt_sec=0.66 cum_wall_sec=17.9
22:58:11 | INFO    | src.training.finetune | STEP step=240 loss=0.3285 dt_sec=0.65 cum_wall_sec=18.6
22:58:12 | INFO    | src.training.finetune | STEP step=250 loss=0.3651 dt_sec=0.66 cum_wall_sec=19.2
22:58:13 | INFO    | src.training.finetune | STEP step=260 loss=0.3175 dt_sec=0.66 cum_wall_sec=19.9
22:58:13 | INFO    | src.training.finetune | STEP step=270 loss=0.3074 dt_sec=0.66 cum_wall_sec=20.5
22:58:14 | INFO    | src.training.finetune | STEP step=280 loss=0.3808 dt_sec=0.66 cum_wall_sec=21.2
