22:25:14 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=baza
22:25:14 | INFO    | src.training.finetune | Task head reset: modules=['classifier'] params=592130 (encoder='roberta' untouched)
22:25:14 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T22:25:14.626112+00:00 n=2000 n_classes=2
22:25:16 | INFO    | src.training.finetune | STEP step=10 loss=0.7155 dt_sec=0.76 cum_wall_sec=0.8
22:25:16 | INFO    | src.training.finetune | STEP step=20 loss=0.7103 dt_sec=0.66 cum_wall_sec=1.4
22:25:17 | INFO    | src.training.finetune | STEP step=30 loss=0.7230 dt_sec=0.66 cum_wall_sec=2.1
22:25:18 | INFO    | src.training.finetune | STEP step=40 loss=0.7030 dt_sec=0.68 cum_wall_sec=2.8
22:25:18 | INFO    | src.training.finetune | STEP step=50 loss=0.6976 dt_sec=0.67 cum_wall_sec=3.4
22:25:19 | INFO    | src.training.finetune | STEP step=60 loss=0.6920 dt_sec=0.67 cum_wall_sec=4.1
22:25:20 | INFO    | src.training.finetune | STEP step=70 loss=0.6967 dt_sec=0.66 cum_wall_sec=4.7
22:25:20 | INFO    | src.training.finetune | STEP step=80 loss=0.6934 dt_sec=0.66 cum_wall_sec=5.4
22:25:21 | INFO    | src.training.finetune | STEP step=90 loss=0.6940 dt_sec=0.67 cum_wall_sec=6.1
22:25:22 | INFO    | src.training.finetune | STEP step=100 loss=0.6807 dt_sec=0.68 cum_wall_sec=6.8
22:25:22 | INFO    | src.training.finetune | STEP step=110 loss=0.6792 dt_sec=0.66 cum_wall_sec=7.4
22:25:23 | INFO    | src.training.finetune | STEP step=120 loss=0.7022 dt_sec=0.67 cum_wall_sec=8.1
22:25:24 | INFO    | src.training.finetune | STEP step=130 loss=0.6808 dt_sec=0.68 cum_wall_sec=8.8
22:25:24 | INFO    | src.training.finetune | STEP step=140 loss=0.6703 dt_sec=0.65 cum_wall_sec=9.4
22:25:25 | INFO    | src.training.finetune | STEP step=150 loss=0.6729 dt_sec=0.66 cum_wall_sec=10.1
22:25:26 | INFO    | src.training.finetune | STEP step=160 loss=0.6913 dt_sec=0.68 cum_wall_sec=10.8
22:25:26 | INFO    | src.training.finetune | STEP step=170 loss=0.6741 dt_sec=0.67 cum_wall_sec=11.4
22:25:27 | INFO    | src.training.finetune | STEP step=180 loss=0.6362 dt_sec=0.67 cum_wall_sec=12.1
22:25:28 | INFO    | src.training.finetune | STEP step=190 loss=0.6683 dt_sec=0.66 cum_wall_sec=12.8
22:25:28 | INFO    | src.training.finetune | STEP step=200 loss=0.6198 dt_sec=0.67 cum_wall_sec=13.4
22:25:31 | INFO    | src.training.finetune | STEP step=210 loss=0.6500 dt_sec=2.48 cum_wall_sec=15.9
22:25:31 | INFO    | src.training.finetune | STEP step=220 loss=0.6374 dt_sec=0.66 cum_wall_sec=16.6
22:25:32 | INFO    | src.training.finetune | STEP step=230 loss=0.6430 dt_sec=0.66 cum_wall_sec=17.2
22:25:33 | INFO    | src.training.finetune | STEP step=240 loss=0.6523 dt_sec=0.67 cum_wall_sec=17.9
22:25:33 | INFO    | src.training.finetune | STEP step=250 loss=0.6347 dt_sec=0.66 cum_wall_sec=18.6
