20:41:20 | INFO    | src.training.finetune | STAGE=turkish_intermediate cache_hit=true ts=2026-09-08T20:41:20.703686+00:00 path=artifacts/tr_stage_cache/base=xlm15__tok=original__tr=real__seed=1337__9353236741a76510
20:41:20 | INFO    | src.training.finetune |   [AZ mərhələsi] 2000 nümunə | 2 sinif | init=TR checkpoint
20:41:20 | INFO    | src.training.finetune | Task head reset: modules=['sequence_summary'] params=2050 (encoder='transformer' untouched)
20:41:20 | INFO    | src.training.finetune | STAGE=azerbaijani start ts=2026-09-08T20:41:20.798610+00:00 n=2000 n_classes=2
20:41:24 | INFO    | src.training.finetune | STEP step=10 loss=1.0208 dt_sec=0.85 cum_wall_sec=0.9
20:41:25 | INFO    | src.training.finetune | STEP step=20 loss=1.0176 dt_sec=0.77 cum_wall_sec=1.6
20:41:26 | INFO    | src.training.finetune | STEP step=30 loss=0.9042 dt_sec=0.78 cum_wall_sec=2.4
20:41:26 | INFO    | src.training.finetune | STEP step=40 loss=0.9694 dt_sec=0.79 cum_wall_sec=3.2
20:41:27 | INFO    | src.training.finetune | STEP step=50 loss=1.0357 dt_sec=0.78 cum_wall_sec=4.0
20:41:28 | INFO    | src.training.finetune | STEP step=60 loss=0.8638 dt_sec=0.78 cum_wall_sec=4.8
20:41:29 | INFO    | src.training.finetune | STEP step=70 loss=0.8196 dt_sec=0.77 cum_wall_sec=5.5
20:41:29 | INFO    | src.training.finetune | STEP step=80 loss=0.9021 dt_sec=0.78 cum_wall_sec=6.3
20:41:30 | INFO    | src.training.finetune | STEP step=90 loss=0.9442 dt_sec=0.79 cum_wall_sec=7.1
20:41:31 | INFO    | src.training.finetune | STEP step=100 loss=0.9543 dt_sec=0.78 cum_wall_sec=7.9
20:41:32 | INFO    | src.training.finetune | STEP step=110 loss=0.9541 dt_sec=0.78 cum_wall_sec=8.7
20:41:33 | INFO    | src.training.finetune | STEP step=120 loss=0.9824 dt_sec=0.78 cum_wall_sec=9.4
20:41:33 | INFO    | src.training.finetune | STEP step=130 loss=0.9653 dt_sec=0.77 cum_wall_sec=10.2
20:41:34 | INFO    | src.training.finetune | STEP step=140 loss=1.0411 dt_sec=0.78 cum_wall_sec=11.0
20:41:35 | INFO    | src.training.finetune | STEP step=150 loss=0.8816 dt_sec=0.77 cum_wall_sec=11.8
20:41:36 | INFO    | src.training.finetune | STEP step=160 loss=0.9060 dt_sec=0.79 cum_wall_sec=12.5
20:41:36 | INFO    | src.training.finetune | STEP step=170 loss=0.9971 dt_sec=0.77 cum_wall_sec=13.3
20:41:37 | INFO    | src.training.finetune | STEP step=180 loss=1.0476 dt_sec=0.79 cum_wall_sec=14.1
20:41:38 | INFO    | src.training.finetune | STEP step=190 loss=0.8169 dt_sec=0.77 cum_wall_sec=14.9
20:41:39 | INFO    | src.training.finetune | STEP step=200 loss=1.2135 dt_sec=0.78 cum_wall_sec=15.6
20:41:42 | INFO    | src.training.finetune | STEP step=210 loss=0.8957 dt_sec=3.58 cum_wall_sec=19.2
20:41:43 | INFO    | src.training.finetune | STEP step=220 loss=0.7887 dt_sec=0.76 cum_wall_sec=20.0
20:41:44 | INFO    | src.training.finetune | STEP step=230 loss=0.8058 dt_sec=0.77 cum_wall_sec=20.7
20:41:45 | INFO    | src.training.finetune | STEP step=240 loss=0.7195 dt_sec=0.75 cum_wall_sec=21.5
20:41:45 | INFO    | src.training.finetune | STEP step=250 loss=0.7099 dt_sec=0.77 cum_wall_sec=22.3
20:41:46 | INFO    | src.training.finetune | STEP step=260 loss=0.7822 dt_sec=0.76 cum_wall_sec=23.0
20:41:47 | INFO    | src.training.finetune | STEP step=270 loss=0.7228 dt_sec=0.76 cum_wall_sec=23.8
